k,epoch,train_loss,val_loss
0,0,15.52450383,15.41624582
0,1,15.27476159,15.34647858
0,2,15.07528919,15.29229379
0,3,15.06103984,15.32193398
0,4,15.06068587,15.31595373
0,5,15.08599019,15.01233232
0,6,14.59153315,14.78990602
0,7,14.51237684,14.75191140
0,8,14.51454765,14.71489906
0,9,14.71333760,14.62304020
0,10,14.45553198,14.67357635
0,11,14.46348676,14.60076451
0,12,14.54254648,14.60593402
0,13,14.42351934,14.54843795
0,14,14.31883660,14.55339050
0,15,14.25455266,14.56189406
0,16,14.36353660,14.55736768
0,17,14.32159114,14.55404186
0,18,14.14484495,14.53814185
0,19,14.22380659,14.51371646
0,20,14.39964131,14.50911105
0,21,14.32472092,14.48872757
0,22,14.23908535,14.56941891
0,23,14.66567677,14.52569771
0,24,14.39601484,14.54461610
0,25,14.23516363,14.49749458
0,26,14.14271605,14.55296838
0,27,14.30322737,14.53109431
0,28,14.07648098,14.52287674
0,29,14.30658883,14.56825674
0,30,14.08939362,14.51331723
0,31,14.44068438,14.52060723
0,32,14.31708333,14.47936428
0,33,14.17075145,14.47148788
0,34,14.39508405,14.52263808
0,35,14.18539879,14.48816276
0,36,14.18746310,14.50055170
0,37,14.33102471,14.48890674
0,38,14.39097026,14.57126355
0,39,14.08480662,14.47331929
0,40,14.35392809,14.52586591
0,41,14.04871288,14.49599099
0,42,14.43395129,14.47937977
0,43,14.41899598,14.49027169
0,44,14.33684510,14.54894006
0,45,14.10969117,14.50800729
0,46,14.22159952,14.48920715
0,47,14.27442667,14.49936962
0,48,14.16616172,14.50585175
1,0,14.25163385,14.12214148
1,1,14.25099623,14.09975100
1,2,14.29845354,14.18467724
1,3,14.28527781,14.11074865
1,4,14.41075343,14.08764946
1,5,14.51801044,14.06468642
1,6,14.38888285,14.10160673
1,7,14.28274456,14.13133276
1,8,14.34776762,14.06294930
1,9,14.51028064,14.10982728
1,10,14.53925237,14.08958852
1,11,14.45245713,14.07645941
1,12,14.31836516,14.12996399
1,13,14.37699652,14.06268334
1,14,14.36497954,14.07184923
1,15,14.24128774,14.11009610
1,16,14.50636065,14.09487021
1,17,14.34977379,14.06370592
1,18,14.32515165,14.09559643
1,19,14.25009078,14.08178270
1,20,14.59538797,14.08263028
1,21,14.47703514,14.09174883
1,22,14.48674595,14.07307780
1,23,14.48896432,14.09376955
2,0,14.07379049,14.42891788
2,1,14.27127343,14.44184780
2,2,14.46638796,14.45788980
2,3,14.35644555,14.45060873
2,4,14.21021542,14.42326331
2,5,14.23272270,14.43965232
2,6,14.33684340,14.38790619
2,7,14.03221595,14.43761754
2,8,14.20865339,14.40434062
2,9,14.17472711,14.41770148
2,10,14.30783969,14.41939867
2,11,14.20279357,14.45367503
2,12,14.23848715,14.43688190
2,13,14.14990896,14.42126489
2,14,14.28974143,14.45585501
2,15,14.24773303,14.41476357
2,16,14.28622732,14.42783928
2,17,14.21819410,14.43520272
2,18,14.35063598,14.44618297
2,19,14.28029007,14.40534544
2,20,14.49039423,14.45085919
2,21,14.27761203,14.47620034
