k,epoch,train_loss,val_loss
0,0,9.55009931,9.21861374
0,1,9.27330801,9.18739128
0,2,9.26200572,9.14345384
0,3,9.28762490,9.11658561
0,4,9.15731451,8.89751744
0,5,8.84133089,8.67182028
0,6,8.76666787,8.52845228
0,7,8.62919486,8.57933950
0,8,8.57805265,8.47712886
0,9,8.51975510,8.50185299
0,10,8.54719818,8.43820417
0,11,8.54421973,8.41698897
0,12,8.52252361,8.40253282
0,13,8.52726513,8.41893244
0,14,8.48275554,8.39069343
0,15,8.47664413,8.39236510
0,16,8.48027053,8.40178847
0,17,8.49179596,8.38400996
0,18,8.48149782,8.38948107
0,19,8.51317576,8.37667358
0,20,8.45220590,8.36601973
0,21,8.42202219,8.38327420
0,22,8.45885736,8.37300444
0,23,8.36757520,8.38789260
0,24,8.45558527,8.37123835
0,25,8.43330190,8.35828757
0,26,8.43875107,8.34620118
0,27,8.42352900,8.37133849
0,28,8.44810954,8.35755146
0,29,8.39924890,8.35817444
0,30,8.43911871,8.35499257
0,31,8.42005175,8.34592211
0,32,8.46269703,8.34287798
0,33,8.44869694,8.37373066
0,34,8.44867447,8.38155961
0,35,8.45968345,8.35454118
0,36,8.40757760,8.32574660
0,37,8.44859512,8.33784497
0,38,8.49191090,8.34555650
0,39,8.43838236,8.33713770
0,40,8.42010197,8.43805909
0,41,8.44074774,8.34276628
0,42,8.44098964,8.33976018
0,43,8.47256902,8.33152103
0,44,8.40418136,8.34658611
0,45,8.40896407,8.33705389
0,46,8.42199847,8.33996642
0,47,8.39184776,8.33840609
0,48,8.43557248,8.37749827
0,49,8.50587541,8.35484767
0,50,8.37986380,8.34842956
0,51,8.39622685,8.32890809
1,0,8.44098076,8.48712456
1,1,8.42658311,8.45461190
1,2,8.47906870,8.47438502
1,3,8.46794084,8.46961510
1,4,8.43190539,8.49315929
1,5,8.48073995,8.47348368
1,6,8.48759446,8.47192335
1,7,8.48354855,8.48483396
1,8,8.46880391,8.47541142
1,9,8.50426301,8.48612952
1,10,8.47070056,8.46079147
1,11,8.45497058,8.44285345
1,12,8.47341973,8.46759933
1,13,8.46950877,8.46128428
1,14,8.41208202,8.45898187
1,15,8.44547930,8.44125414
1,16,8.44992864,8.46176600
1,17,8.46433851,8.46103835
1,18,8.48044398,8.45393300
1,19,8.49491075,8.45407748
1,20,8.45576355,8.45752680
1,21,8.46975634,8.45398688
1,22,8.49576679,8.45572186
1,23,8.45366716,8.47269106
1,24,8.41162527,8.45011508
1,25,8.45129067,8.47845948
1,26,8.46028772,8.45479798
1,27,8.45658594,8.46342647
1,28,8.46595842,8.46042299
1,29,8.46733245,8.45783114
1,30,8.45044531,8.45645213
2,0,8.46911818,8.50228727
2,1,8.46318963,8.48329401
2,2,8.44756928,8.48871958
2,3,8.42156497,8.47695887
2,4,8.46267913,8.46868777
2,5,8.48455003,8.48790920
2,6,8.43102314,8.47089064
2,7,8.38192207,8.48074317
2,8,8.41977862,8.47843969
2,9,8.43651643,8.47895050
2,10,8.40242136,8.48569953
2,11,8.52500841,8.47308505
2,12,8.47176018,8.47376573
2,13,8.48787719,8.49636102
2,14,8.49920848,8.48097372
2,15,8.44014415,8.45979071
2,16,8.46860540,8.48180795
2,17,8.42596984,8.48663998
2,18,8.43999311,8.47476041
2,19,8.46226835,8.48098409
2,20,8.43666449,8.46651709
2,21,8.46944603,8.49657798
2,22,8.43477556,8.47751963
2,23,8.47755581,8.50485623
2,24,8.46599025,8.47865629
2,25,8.43382965,8.47481751
2,26,8.48540851,8.48009253
2,27,8.43400019,8.48540306
2,28,8.44687587,8.47652364
2,29,8.46111864,8.49863935
2,30,8.46563524,8.48054886
3,0,8.45470433,8.51742709
3,1,8.44750166,8.53528237
3,2,8.43577209,8.53201532
3,3,8.43024418,8.52725971
3,4,8.41650318,8.52638590
3,5,8.42576766,8.51997149
3,6,8.48148239,8.52276301
3,7,8.47596443,8.53050113
3,8,8.47538441,8.52687109
3,9,8.41962367,8.52154565
3,10,8.45611849,8.52936959
3,11,8.45353749,8.52197635
3,12,8.37876968,8.53294802
3,13,8.44866139,8.53885543
3,14,8.41174752,8.53562665
3,15,8.41200577,8.54134929
4,0,8.44534284,8.55982292
4,1,8.43562204,8.54796803
4,2,8.45762914,8.54638934
4,3,8.42343786,8.54264045
4,4,8.45887834,8.53947449
4,5,8.44712949,8.53630424
4,6,8.46371737,8.56129885
4,7,8.45593923,8.56660140
4,8,8.48516247,8.54440701
4,9,8.43553951,8.54069614
4,10,8.43578124,8.55359352
4,11,8.41488139,8.54486763
4,12,8.45451799,8.57389009
4,13,8.48542482,8.54752088
4,14,8.42793965,8.53889132
4,15,8.43337688,8.54374564
4,16,8.43801796,8.56764293
4,17,8.43856239,8.54754424
4,18,8.42259228,8.56267202
4,19,8.43976842,8.56371999
4,20,8.44648603,8.53469014
4,21,8.43981776,8.54527378
4,22,8.44443035,8.54972947
4,23,8.45173210,8.55985153
4,24,8.45563616,8.55451226
4,25,8.46123612,8.55503333
4,26,8.47402450,8.54535890
4,27,8.45321491,8.52894771
4,28,8.42357025,8.55827093
4,29,8.47744718,8.56194079
4,30,8.44337952,8.54514229
4,31,8.40091482,8.53845024
4,32,8.43456990,8.54223180
4,33,8.41754094,8.57775688
4,34,8.48233092,8.56162667
4,35,8.41597934,8.54466069
4,36,8.43640563,8.56143737
4,37,8.46279672,8.53334904
4,38,8.45124385,8.53698874
4,39,8.45601547,8.54412055
4,40,8.43675615,8.55002391
4,41,8.43531579,8.55670476
4,42,8.44200304,8.54032409
