k,epoch,train_loss,val_loss
0,0,9.61585540,9.43083608
0,1,9.28116274,9.36084890
0,2,9.21974212,9.34145558
0,3,9.19130620,9.35053921
0,4,9.21011433,9.31852305
0,5,9.12208247,9.01528144
0,6,8.78067082,8.81982350
0,7,8.68694168,8.75984919
0,8,8.62377241,8.72872365
0,9,8.62192887,8.67299795
0,10,8.55043994,8.65416312
0,11,8.56395158,8.62144530
0,12,8.56850415,8.66222250
0,13,8.53530732,8.60525024
0,14,8.52027103,8.60585439
0,15,8.50952739,8.58391702
0,16,8.46793455,8.58658862
0,17,8.50141259,8.58661604
0,18,8.43316707,8.59779894
0,19,8.45531997,8.58442104
0,20,8.46334580,8.57716715
0,21,8.46695417,8.56165659
0,22,8.46054646,8.57850993
0,23,8.50474867,8.55979633
0,24,8.46096700,8.58701921
0,25,8.45287606,8.55543506
0,26,8.42686749,8.63319385
0,27,8.39188266,8.55888999
0,28,8.39305203,8.55887091
0,29,8.40784661,8.56047344
0,30,8.41134351,8.56726170
0,31,8.40861708,8.54504097
0,32,8.43379164,8.54285634
0,33,8.40433723,8.53889227
0,34,8.44158432,8.56479406
0,35,8.39332144,8.56374300
0,36,8.42645550,8.53653526
0,37,8.40295789,8.54657483
0,38,8.43761450,8.54950583
0,39,8.39129230,8.59914339
0,40,8.48251072,8.56151772
0,41,8.43291984,8.56558943
0,42,8.45198661,8.55701911
0,43,8.45897430,8.56996059
0,44,8.49177408,8.59321845
0,45,8.41758230,8.56034541
0,46,8.43149716,8.55329323
0,47,8.43223776,8.55223811
0,48,8.39103346,8.53704548
0,49,8.41431886,8.54005516
0,50,8.43145318,8.55781031
0,51,8.42450382,8.52173340
0,52,8.44511971,8.55315351
0,53,8.44200626,8.52295530
0,54,8.44255674,8.55001330
0,55,8.46798459,8.55191207
0,56,8.41521713,8.55245519
0,57,8.40309882,8.54026484
0,58,8.42815366,8.55074441
0,59,8.45050287,8.52798605
0,60,8.40645671,8.53407133
0,61,8.42130348,8.53137839
0,62,8.39684051,8.54148078
0,63,8.41002968,8.54145706
0,64,8.44038293,8.53374624
0,65,8.43427578,8.54436004
0,66,8.39161870,8.52799916
1,0,8.45968691,8.48356950
1,1,8.48024774,8.48110449
1,2,8.48602113,8.48851860
1,3,8.46468802,8.49418128
1,4,8.44347361,8.48530614
1,5,8.49967259,8.48065567
1,6,8.40242389,8.47075844
1,7,8.49896315,8.47766912
1,8,8.42901224,8.48162842
1,9,8.46453863,8.49045169
1,10,8.46549556,8.48703337
1,11,8.48344335,8.49022353
1,12,8.42991209,8.48632050
1,13,8.47520113,8.47692227
1,14,8.46940023,8.46754014
1,15,8.45112944,8.49894559
1,16,8.43324876,8.48398948
1,17,8.48688638,8.47870374
1,18,8.40764701,8.48682356
1,19,8.44025460,8.54532444
1,20,8.49798247,8.48453832
1,21,8.48589718,8.48282504
1,22,8.43470857,8.48401332
1,23,8.42621469,8.49844873
1,24,8.43592463,8.47754174
1,25,8.40848982,8.46934474
1,26,8.45939067,8.47447872
1,27,8.45192876,8.48528647
1,28,8.46747351,8.46553087
1,29,8.46711266,8.47038066
1,30,8.49582890,8.47678578
1,31,8.39991617,8.48124552
1,32,8.42283785,8.47736931
1,33,8.39493343,8.46733630
1,34,8.46668881,8.46818638
1,35,8.41618288,8.47416067
1,36,8.43578656,8.49004817
1,37,8.43320167,8.46754837
1,38,8.44043151,8.47139001
1,39,8.41606677,8.46894705
1,40,8.48545223,8.46722007
1,41,8.39617953,8.47148228
1,42,8.40631175,8.47473347
1,43,8.43278113,8.47346926
2,0,8.46879050,8.52256167
2,1,8.44822297,8.51528025
2,2,8.44441825,8.52055871
2,3,8.46763894,8.52082443
2,4,8.41493349,8.50028455
2,5,8.44104493,8.50865591
2,6,8.41299036,8.51405764
2,7,8.40862344,8.51855052
2,8,8.45486027,8.49944472
2,9,8.44379342,8.50123286
2,10,8.44415125,8.51434970
2,11,8.44697712,8.50356293
2,12,8.46059173,8.51504540
2,13,8.44897389,8.51203525
2,14,8.44604078,8.51591015
2,15,8.46784371,8.50438607
2,16,8.41874313,8.53192508
2,17,8.42488095,8.50253296
2,18,8.41239341,8.50695384
2,19,8.40952685,8.50868559
3,0,8.49236715,8.50865984
3,1,8.37576234,8.53121877
3,2,8.43807310,8.50463367
3,3,8.43615600,8.51320970
3,4,8.46478105,8.52817512
3,5,8.44111374,8.52376604
3,6,8.48026246,8.49977648
3,7,8.45617303,8.51532471
3,8,8.45526752,8.54184246
3,9,8.47548625,8.51957738
3,10,8.45981717,8.52326715
3,11,8.45542404,8.50870967
3,12,8.45633103,8.51630008
3,13,8.43111694,8.52779913
3,14,8.51460981,8.50757527
3,15,8.41072133,8.51670122
3,16,8.48964182,8.51830161
3,17,8.46497095,8.52102506
3,18,8.45711234,8.51487601
3,19,8.45072177,8.50677478
3,20,8.41827399,8.51065218
3,21,8.45837069,8.52055395
4,0,8.44810732,8.48482811
4,1,8.41031581,8.48601604
4,2,8.49613470,8.48994541
4,3,8.43197381,8.49388576
4,4,8.47837672,8.49480307
4,5,8.49026722,8.49348974
4,6,8.43495017,8.50105429
4,7,8.47051227,8.49137402
4,8,8.43884265,8.50248909
4,9,8.40507331,8.48909962
4,10,8.43162948,8.48398590
4,11,8.40341003,8.51227832
4,12,8.42800128,8.48585272
4,13,8.41167778,8.48500955
4,14,8.44220988,8.50291455
4,15,8.41538584,8.49067855
