k,epoch,train_loss,val_loss
0,0,9.60425162,9.29480982
0,1,9.28795612,9.23005688
0,2,9.22332221,9.22046852
0,3,9.17815509,8.98088479
0,4,8.93526548,8.81470430
0,5,8.78156948,8.64801729
0,6,8.62900501,8.59475565
0,7,8.58349961,8.57200277
0,8,8.56920159,8.60052216
0,9,8.56251708,8.51780117
0,10,8.56076670,8.50964892
0,11,8.51953912,8.48029208
0,12,8.53136966,8.47420287
0,13,8.52882558,8.45229089
0,14,8.51188466,8.42901707
0,15,8.46252903,8.47110677
0,16,8.50089249,8.42190897
0,17,8.47210804,8.45797086
0,18,8.49673426,8.43144143
0,19,8.44174048,8.44804311
0,20,8.43722647,8.46077979
0,21,8.47704816,8.43671787
0,22,8.44002575,8.40267813
0,23,8.39416882,8.43181849
0,24,8.42246273,8.41480446
0,25,8.43337882,8.39677930
0,26,8.43298051,8.40470636
0,27,8.44355384,8.38421428
0,28,8.43905029,8.42436469
0,29,8.45137379,8.40670931
0,30,8.47565746,8.39175069
0,31,8.42790937,8.39264047
0,32,8.45335510,8.40991962
0,33,8.42160191,8.38161027
0,34,8.45031095,8.37161237
0,35,8.46974128,8.39566565
0,36,8.43119054,8.40176475
0,37,8.42367417,8.37441182
0,38,8.38244370,8.37502527
0,39,8.42459600,8.39859891
0,40,8.45497218,8.39828891
0,41,8.38783480,8.41060317
0,42,8.41437957,8.38801193
0,43,8.39139822,8.38055742
0,44,8.39516374,8.38984990
0,45,8.43676490,8.39673471
0,46,8.41699991,8.38678432
0,47,8.38656880,8.37598014
0,48,8.37473670,8.38380694
0,49,8.45166418,8.40086007
1,0,8.47909793,8.45034790
1,1,8.48052034,8.42239034
1,2,8.47188789,8.40674555
1,3,8.45131007,8.41667688
1,4,8.44443604,8.41055870
1,5,8.42279783,8.42167735
1,6,8.41644205,8.41593230
1,7,8.41288278,8.40575850
1,8,8.45370483,8.41951352
1,9,8.42558964,8.40983498
1,10,8.41497457,8.40552759
1,11,8.44406983,8.40824497
1,12,8.41253528,8.40401316
1,13,8.46584758,8.40295815
1,14,8.45908207,8.41689277
1,15,8.50313786,8.40423429
1,16,8.41040660,8.40271723
1,17,8.41946766,8.40335202
1,18,8.46431971,8.43693542
1,19,8.41333422,8.39668763
1,20,8.42154989,8.39039385
1,21,8.43681338,8.40710366
1,22,8.45728043,8.40412307
1,23,8.42089525,8.39080584
1,24,8.44239077,8.40116441
1,25,8.44737852,8.40201807
1,26,8.45023909,8.39906216
1,27,8.39637187,8.39232278
1,28,8.41724056,8.40115321
1,29,8.42373019,8.39499676
1,30,8.41097999,8.41050375
1,31,8.44338316,8.39086312
1,32,8.41495463,8.39328623
1,33,8.43254057,8.39390945
1,34,8.41616112,8.40724218
1,35,8.45207515,8.42210078
2,0,8.46564212,8.43960953
2,1,8.48159295,8.45527923
2,2,8.45657513,8.44520533
2,3,8.41867781,8.44273341
2,4,8.39568177,8.44040012
2,5,8.45251855,8.44412112
2,6,8.38480745,8.43394840
2,7,8.39005873,8.43686080
2,8,8.42303953,8.43625426
2,9,8.39482890,8.47250152
2,10,8.40439695,8.44683623
2,11,8.39413954,8.44547808
2,12,8.41393828,8.43530059
2,13,8.41697076,8.44270396
2,14,8.41462629,8.43873560
2,15,8.44564936,8.43560994
2,16,8.41878521,8.42867947
2,17,8.39153400,8.45205379
2,18,8.41348583,8.43757606
2,19,8.40075454,8.41976333
2,20,8.39552511,8.41987038
2,21,8.39391267,8.43083811
2,22,8.45983222,8.41290772
2,23,8.45110625,8.42360485
2,24,8.40930802,8.43263292
2,25,8.48669297,8.43070185
2,26,8.41688868,8.42523551
2,27,8.42313969,8.43144166
2,28,8.35857444,8.45893335
2,29,8.42601398,8.44540870
2,30,8.43302017,8.42985106
2,31,8.45446864,8.42035663
2,32,8.44891852,8.43297040
2,33,8.42492074,8.42755759
2,34,8.45075190,8.43669772
2,35,8.41191775,8.41861165
2,36,8.42177713,8.44536436
2,37,8.41756426,8.43874383
3,0,8.43488598,8.44769442
3,1,8.39804566,8.46446931
3,2,8.43020186,8.46844614
3,3,8.42883271,8.45777249
3,4,8.39339012,8.47145474
3,5,8.41672754,8.46977162
3,6,8.38593556,8.47062802
3,7,8.44381891,8.47773397
3,8,8.42065072,8.45945859
3,9,8.41636100,8.45263457
3,10,8.44769496,8.45354772
3,11,8.36255538,8.45691538
3,12,8.37852013,8.47312617
3,13,8.41531423,8.45352483
3,14,8.42359975,8.45674479
3,15,8.42939100,8.46553290
4,0,8.45206448,8.45877337
4,1,8.40346466,8.44396913
4,2,8.43065737,8.46453142
4,3,8.44737446,8.46152318
4,4,8.40182954,8.45140553
4,5,8.44110391,8.44384718
4,6,8.43374492,8.47159612
4,7,8.39558828,8.45357275
4,8,8.39426982,8.45278358
4,9,8.47785902,8.45373666
4,10,8.41995507,8.45618904
4,11,8.41070765,8.51262116
4,12,8.42705050,8.45950496
4,13,8.46670401,8.44867396
4,14,8.45124622,8.47294188
4,15,8.46270159,8.43939304
4,16,8.42673644,8.46266580
4,17,8.38283753,8.45139670
4,18,8.44251347,8.48607635
4,19,8.40897818,8.47102451
4,20,8.43454805,8.47015369
4,21,8.42238557,8.45005941
4,22,8.40894336,8.44314992
4,23,8.37250654,8.44923532
4,24,8.42032273,8.44527411
4,25,8.45864841,8.44416833
4,26,8.42450452,8.44502509
4,27,8.38524257,8.46541989
4,28,8.41965918,8.46529257
4,29,8.41404006,8.46955812
4,30,8.42094266,8.43494225
4,31,8.40923652,8.46757460
4,32,8.38400638,8.45844400
4,33,8.43799907,8.46337140
4,34,8.45345598,8.43870986
4,35,8.41388008,8.44745958
4,36,8.40221822,8.46162724
4,37,8.45533344,8.45045280
4,38,8.35038561,8.44278216
4,39,8.35643877,8.45299542
4,40,8.40627798,8.46297574
4,41,8.42918362,8.46022999
4,42,8.46519220,8.48794973
4,43,8.39071366,8.45409405
4,44,8.40380773,8.45299113
4,45,8.38364959,8.44784093
