k,epoch,train_loss,val_loss
0,0,9.60425273,9.29481602
0,1,9.28796947,9.23008168
0,2,9.22334200,9.22050834
0,3,9.17819962,8.98092687
0,4,8.93513939,8.81414986
0,5,8.78176999,8.64838290
0,6,8.62989205,8.59405828
0,7,8.58383501,8.56400788
0,8,8.56637406,8.58903527
0,9,8.56481898,8.51071262
0,10,8.55810942,8.50910699
0,11,8.52030963,8.48122954
0,12,8.53075811,8.48072660
0,13,8.52916348,8.45528924
0,14,8.51297998,8.42769957
0,15,8.46099564,8.46772623
0,16,8.50121945,8.42365015
0,17,8.47335696,8.45749867
0,18,8.49616751,8.43147850
0,19,8.44111320,8.45124376
0,20,8.43756384,8.46165764
0,21,8.47764948,8.43742073
0,22,8.44062123,8.40485477
0,23,8.39415947,8.42928529
0,24,8.42242461,8.41188943
0,25,8.43333885,8.39679754
0,26,8.43254223,8.41005433
0,27,8.44388157,8.38464713
0,28,8.43953690,8.42413831
0,29,8.45055491,8.40896392
0,30,8.47690928,8.39400089
0,31,8.42896593,8.39545202
0,32,8.45252892,8.41403854
0,33,8.42516297,8.38516486
0,34,8.45359108,8.37251747
0,35,8.47138974,8.39845443
0,36,8.43137182,8.40165448
0,37,8.42454171,8.37815154
0,38,8.38457792,8.37952244
0,39,8.42448069,8.39600551
0,40,8.45535490,8.39962810
0,41,8.38856180,8.41185558
0,42,8.41359723,8.38453448
0,43,8.39093351,8.38089216
0,44,8.39485598,8.38953960
0,45,8.43726787,8.40179563
0,46,8.41871342,8.38627386
0,47,8.38617666,8.37545598
0,48,8.37479824,8.38333344
0,49,8.45240344,8.40930724
1,0,8.51367861,8.48923790
1,1,8.50401568,8.44556248
1,2,8.49635792,8.42940366
1,3,8.47967041,8.45347953
1,4,8.47490755,8.43918502
1,5,8.44959307,8.45082676
1,6,8.44799317,8.43723857
1,7,8.44131282,8.42988074
1,8,8.47885713,8.43954140
1,9,8.45228843,8.43619084
1,10,8.43846503,8.43147206
1,11,8.47415239,8.43417323
1,12,8.44361874,8.43825674
1,13,8.49505223,8.45897686
1,14,8.50034609,8.44774628
1,15,8.53722635,8.43301046
1,16,8.44353732,8.43551397
1,17,8.45737827,8.42985129
2,0,8.50123945,8.54595912
2,1,8.47147793,8.53938377
2,2,8.49229893,8.52989936
2,3,8.48297831,8.52587688
2,4,8.45975232,8.52329600
2,5,8.47080073,8.53060436
2,6,8.48035473,8.53124368
2,7,8.45211989,8.53721440
2,8,8.49794358,8.55304229
2,9,8.46391305,8.54383516
2,10,8.49375576,8.53009093
2,11,8.47640681,8.52490520
2,12,8.44893917,8.51001942
2,13,8.44052786,8.52847540
2,14,8.47128931,8.53053808
2,15,8.49631420,8.51977563
2,16,8.40462653,8.52555668
2,17,8.43371615,8.53778303
2,18,8.49284118,8.51789105
2,19,8.50547475,8.52258468
2,20,8.47903457,8.53634596
2,21,8.44852683,8.52284849
2,22,8.42091596,8.52037811
2,23,8.47819185,8.52422285
2,24,8.41563247,8.51608300
2,25,8.41945034,8.53218484
2,26,8.44563404,8.51835847
2,27,8.41989790,8.53282952
3,0,8.46826527,8.45691907
3,1,8.46965140,8.45766854
3,2,8.44295174,8.46899688
3,3,8.49579886,8.46317875
3,4,8.43661240,8.44921803
3,5,8.49573988,8.45728278
3,6,8.46708751,8.45321047
3,7,8.44501981,8.44476116
3,8,8.44772980,8.46062922
3,9,8.40720484,8.45812786
3,10,8.44684738,8.44978940
3,11,8.46815336,8.45570266
3,12,8.44773057,8.44412541
3,13,8.48828152,8.48469055
3,14,8.43529993,8.45703900
3,15,8.49812393,8.44802260
3,16,8.40458536,8.43488634
3,17,8.44213983,8.43450725
3,18,8.41363958,8.43812430
3,19,8.44127035,8.45355272
3,20,8.45948121,8.44877541
3,21,8.45994356,8.43802118
3,22,8.45491406,8.45608771
3,23,8.47573647,8.44995391
3,24,8.45437542,8.44810414
3,25,8.44324744,8.44278872
3,26,8.48811430,8.46351695
3,27,8.47301719,8.44249535
3,28,8.45951492,8.44140565
3,29,8.42087537,8.45199382
3,30,8.45415336,8.44559896
