k,epoch,train_loss,val_loss
0,0,9.61585134,9.43081331
0,1,9.28117511,9.36075842
0,2,9.21968743,9.34161782
0,3,9.19131529,9.35124588
0,4,9.21020883,9.31847537
0,5,9.12283283,9.01513314
0,6,8.78061992,8.81926990
0,7,8.68609470,8.75537777
0,8,8.62336749,8.72747469
0,9,8.62331900,8.67075038
0,10,8.54868430,8.67508841
0,11,8.56515700,8.62082207
0,12,8.56705448,8.65575039
0,13,8.53422150,8.60604918
0,14,8.52143374,8.60986996
0,15,8.51029253,8.58508563
0,16,8.46780673,8.58638406
0,17,8.50080697,8.58740282
0,18,8.42981061,8.59718180
0,19,8.45563820,8.58194685
0,20,8.46433669,8.57388198
0,21,8.46786323,8.55984092
0,22,8.45611364,8.57599449
0,23,8.50624460,8.55620909
0,24,8.45991066,8.58567512
0,25,8.45031247,8.55692506
0,26,8.42788073,8.62975490
0,27,8.39075780,8.55615401
0,28,8.39193228,8.56086528
0,29,8.40862782,8.55953944
0,30,8.40933159,8.55759192
0,31,8.40746272,8.54765844
0,32,8.43461624,8.54490566
0,33,8.40447503,8.53717363
0,34,8.44219100,8.56583238
0,35,8.39459671,8.56483960
0,36,8.42778942,8.53986466
0,37,8.40455982,8.54427338
0,38,8.43671867,8.55037296
0,39,8.39155024,8.59902632
0,40,8.50966966,8.63498962
0,41,8.51196304,8.60952067
0,42,8.47762221,8.56317949
0,43,8.45600462,8.55133545
0,44,8.45697868,8.56737781
0,45,8.39335924,8.54544568
0,46,8.42274824,8.54793894
0,47,8.42765555,8.53422451
0,48,8.39282411,8.54656148
0,49,8.41339886,8.53479433
0,50,8.43073933,8.55453575
0,51,8.42331433,8.52112556
0,52,8.44460624,8.55034482
0,53,8.44238761,8.52056861
0,54,8.44364202,8.54755521
0,55,8.47081676,8.58294630
0,56,8.42367226,8.54193938
0,57,8.39309868,8.53852630
0,58,8.42619362,8.54897821
0,59,8.45298943,8.53443158
0,60,8.40931514,8.53767872
0,61,8.42362857,8.54253638
0,62,8.39775503,8.53511584
0,63,8.40885377,8.54348850
0,64,8.44170305,8.53620470
0,65,8.43330526,8.53719974
0,66,8.38907492,8.52605116
1,0,8.46340820,8.48307693
1,1,8.48023263,8.48172963
1,2,8.48711452,8.48728001
1,3,8.46850468,8.49936438
1,4,8.44563505,8.48447764
1,5,8.49956387,8.48059511
1,6,8.40258366,8.46865928
1,7,8.49715951,8.47809994
1,8,8.42735291,8.47869575
1,9,8.46302652,8.48369443
1,10,8.46446380,8.48438060
1,11,8.48279744,8.48356044
1,12,8.42972070,8.48866916
