k,epoch,train_loss,val_loss
0,0,9.61585322,9.43083322
0,1,9.28117937,9.36085367
0,2,9.21971795,9.34161878
0,3,9.19126129,9.35095632
0,4,9.21008468,9.31916714
0,5,9.12353036,9.01561129
0,6,8.78130704,8.81986189
0,7,8.68641013,8.75432050
0,8,8.62144968,8.72842741
0,9,8.62414059,8.67299032
0,10,8.54886340,8.68887639
0,11,8.56829643,8.62125754
0,12,8.56667134,8.63928485
0,13,8.53124002,8.60246551
0,14,8.52072880,8.61763012
0,15,8.51262161,8.58596373
0,16,8.46802551,8.58287024
0,17,8.49927507,8.58426297
0,18,8.42859969,8.59609973
0,19,8.45479795,8.58849216
0,20,8.46453822,8.57015550
0,21,8.46705398,8.56335938
0,22,8.45799297,8.57764602
0,23,8.50587124,8.55849671
0,24,8.46000031,8.58874297
0,25,8.45140505,8.55445027
0,26,8.42768863,8.62511957
0,27,8.38952819,8.55257714
0,28,8.39043498,8.55831611
0,29,8.40696956,8.55751574
0,30,8.40927735,8.55914438
0,31,8.40779728,8.54868579
0,32,8.43424818,8.54251766
0,33,8.40321377,8.53930438
0,34,8.44293240,8.56550026
0,35,8.39355689,8.56290162
0,36,8.42677259,8.53700280
0,37,8.40418938,8.54459572
0,38,8.43646374,8.54876006
0,39,8.39063922,8.59995246
0,40,8.49652645,8.60045838
0,41,8.45283000,8.58140361
0,42,8.45478633,8.56055510
0,43,8.44427970,8.54407132
0,44,8.44750908,8.56613231
0,45,8.38717812,8.54436791
0,46,8.42136261,8.56939983
0,47,8.43911709,8.53700650
0,48,8.39166275,8.54161417
0,49,8.41150197,8.53596294
0,50,8.42660123,8.55061686
0,51,8.41898662,8.51911235
0,52,8.44146389,8.54297447
0,53,8.43977073,8.52071023
0,54,8.44235161,8.54821289
0,55,8.46811265,8.57499897
0,56,8.41141406,8.53939533
0,57,8.38897809,8.53314161
0,58,8.42579529,8.53031921
0,59,8.44481868,8.52439809
0,60,8.40397355,8.53360391
0,61,8.41842893,8.52781618
0,62,8.39217700,8.53505516
0,63,8.40815175,8.54109669
0,64,8.43926600,8.53460634
0,65,8.43167862,8.54246378
0,66,8.39718905,8.52774453
1,0,8.44129601,8.47001731
1,1,8.46112323,8.45933950
1,2,8.46919847,8.47116959
1,3,8.45026921,8.49191129
1,4,8.43134546,8.47643638
1,5,8.48569921,8.46594357
1,6,8.38708985,8.45344198
1,7,8.48339599,8.46369517
1,8,8.41327098,8.46874559
1,9,8.45028993,8.47189260
1,10,8.45163870,8.47913253
1,11,8.46737313,8.47015023
1,12,8.41663927,8.47481132
1,13,8.46108252,8.46681237
1,14,8.45398048,8.45335686
1,15,8.43865511,8.48717034
1,16,8.42171101,8.47185338
1,17,8.47289878,8.46259856
1,18,8.39302975,8.47050238
1,19,8.42757416,8.49966693
1,20,8.45066249,8.47306848
1,21,8.46561643,8.46953940
2,0,8.43589506,8.52297211
2,1,8.44040900,8.53927016
2,2,8.43747312,8.53213263
2,3,8.38650072,8.51203680
2,4,8.42653926,8.53491378
2,5,8.44771135,8.53488994
2,6,8.43915594,8.52288413
2,7,8.44835612,8.51515305
2,8,8.47877777,8.51848698
2,9,8.42206889,8.52869594
2,10,8.39906654,8.51848269
2,11,8.39135405,8.53398585
2,12,8.41672355,8.52681148
2,13,8.42671743,8.52267861
2,14,8.42512664,8.52148902
2,15,8.39001805,8.51559699
2,16,8.45177054,8.52762353
2,17,8.44612204,8.52319658
2,18,8.46633726,8.52683139
3,0,8.40759760,8.54044819
3,1,8.45221207,8.52322841
3,2,8.47038102,8.51892936
3,3,8.43539718,8.51485336
3,4,8.45418301,8.53145301
3,5,8.43848673,8.53646660
3,6,8.47263929,8.53422523
3,7,8.39153580,8.53547454
3,8,8.37488043,8.51686239
3,9,8.42166403,8.53755605
3,10,8.40855841,8.52091372
3,11,8.45013058,8.51684391
3,12,8.46124709,8.52044499
3,13,8.40944022,8.51450121
3,14,8.44667757,8.52236032
3,15,8.42604028,8.51072669
3,16,8.44103378,8.53199017
3,17,8.41922107,8.52419639
3,18,8.44149934,8.53087807
3,19,8.41628647,8.52267897
3,20,8.45005679,8.53031027
3,21,8.40944278,8.53230464
3,22,8.39532274,8.54184717
3,23,8.50727880,8.53333640
3,24,8.36773640,8.53049302
3,25,8.43288410,8.52072453
3,26,8.42729557,8.53425276
3,27,8.45938924,8.54820824
3,28,8.43665391,8.54390967
3,29,8.47260803,8.52696550
3,30,8.44804025,8.52259815
4,0,8.44792506,8.49112046
4,1,8.45647368,8.47623491
4,2,8.43851778,8.48180461
4,3,8.46435374,8.49264348
4,4,8.49422091,8.54605472
4,5,8.48862335,8.48387492
4,6,8.45561543,8.48824251
4,7,8.41471633,8.47607172
4,8,8.44227952,8.48816621
4,9,8.44120020,8.47730470
4,10,8.48032810,8.47567773
4,11,8.44123355,8.47964644
4,12,8.43647787,8.47783482
4,13,8.46046866,8.49266732
4,14,8.43805692,8.47836328
4,15,8.39704591,8.47158253
4,16,8.47497815,8.48183584
4,17,8.41971803,8.47435880
4,18,8.47019807,8.50418234
4,19,8.48288649,8.47936785
4,20,8.43064961,8.47981119
4,21,8.45914271,8.47721124
4,22,8.42872843,8.47533023
4,23,8.39738387,8.48421907
4,24,8.42070982,8.47790027
4,25,8.39436668,8.50525582
4,26,8.41325808,8.48279583
4,27,8.41057035,8.48665977
4,28,8.44390148,8.48794854
4,29,8.40987432,8.48779464
4,30,8.44434223,8.48393250
