k,epoch,train_loss,val_loss
0,0,9.51686332,9.33084965
0,1,9.36249948,9.27091002
0,2,9.26837727,9.28698432
0,3,9.26326826,9.23453093
0,4,9.07552665,9.03796351
0,5,8.97017592,8.83927548
0,6,8.77123553,8.74580240
0,7,8.65111402,8.66535568
0,8,8.61773297,8.61346138
0,9,8.61970693,8.58619058
0,10,8.57523474,8.54425704
0,11,8.54257113,8.53358102
0,12,8.53267407,8.49842501
0,13,8.46225281,8.48497581
0,14,8.51637375,8.47967446
0,15,8.45620853,8.50468671
0,16,8.45305964,8.49675286
0,17,8.47950245,8.53096092
0,18,8.44332068,8.46907032
0,19,8.51064530,8.44442141
0,20,8.42960554,8.49785936
0,21,8.42888215,8.44195545
0,22,8.48183343,8.45510948
0,23,8.41352746,8.46190894
0,24,8.43321851,8.44722080
0,25,8.42283532,8.46615076
0,26,8.52195835,8.46003735
0,27,8.42842585,8.43362963
0,28,8.42009187,8.44925952
0,29,8.43489605,8.43363178
0,30,8.46525154,8.47442544
0,31,8.41700655,8.43868983
0,32,8.40897299,8.43968141
0,33,8.40643686,8.43334007
0,34,8.42220020,8.42784512
0,35,8.45242977,8.45213139
0,36,8.47444871,8.45335603
0,37,8.46822338,8.43526065
0,38,8.44467381,8.45052254
0,39,8.41823891,8.43158269
0,40,8.37179784,8.45450044
0,41,8.42746538,8.43107510
0,42,8.44031107,8.43377972
0,43,8.43944955,8.48689175
0,44,8.46468821,8.48255050
0,45,8.45494267,8.43535399
0,46,8.40546945,8.43216062
0,47,8.38873008,8.42189837
0,48,8.42588112,8.41658533
0,49,8.42973344,8.42011654
0,50,8.41778213,8.41947639
0,51,8.45251936,8.43314922
0,52,8.44429812,8.42254388
0,53,8.39780299,8.40975237
0,54,8.43269345,8.41380000
0,55,8.40347481,8.45451403
0,56,8.44538802,8.45849383
0,57,8.42588814,8.43795586
0,58,8.42051262,8.41874027
0,59,8.40481144,8.41234648
0,60,8.43061545,8.42215335
0,61,8.37508810,8.43189633
0,62,8.35943466,8.42462456
0,63,8.36812896,8.41467559
0,64,8.44458956,8.42477107
0,65,8.38499670,8.41382456
0,66,8.39269671,8.43158662
0,67,8.42177099,8.41047406
0,68,8.33583939,8.41816354
1,0,8.46979520,8.46100652
1,1,8.44773856,8.47085977
1,2,8.45032248,8.45898813
1,3,8.49891344,8.47830379
1,4,8.47105591,8.46507895
1,5,8.46688935,8.45543277
1,6,8.42472504,8.45917320
1,7,8.47649229,8.47574675
1,8,8.49958566,8.46190083
1,9,8.45881251,8.46947622
1,10,8.50444895,8.47382200
1,11,8.38084669,8.47015107
1,12,8.42117339,8.46160078
1,13,8.46344760,8.46725965
1,14,8.45081329,8.45857251
1,15,8.50485024,8.46614003
1,16,8.50147396,8.46532559
1,17,8.43053977,8.46859872
1,18,8.45760497,8.47595477
1,19,8.44176859,8.50924778
1,20,8.47298029,8.45463741
2,0,8.48783335,8.48106956
2,1,8.45701599,8.48327404
2,2,8.42152746,8.48041320
2,3,8.43584058,8.48491967
2,4,8.40387242,8.48541737
2,5,8.48928654,8.48603547
2,6,8.46800978,8.48346663
2,7,8.49772364,8.48902655
2,8,8.43681529,8.46822762
2,9,8.47757661,8.47029686
2,10,8.45060807,8.47633350
2,11,8.45524144,8.47078025
2,12,8.43600368,8.46948481
2,13,8.42152521,8.46934450
2,14,8.48371011,8.47423816
2,15,8.39429909,8.48567617
2,16,8.45650798,8.46956086
2,17,8.48295680,8.48898351
2,18,8.44321021,8.48258436
2,19,8.47095340,8.47864521
2,20,8.47289726,8.48743188
2,21,8.46760085,8.46886671
2,22,8.44342387,8.47864211
2,23,8.46060371,8.48418486
3,0,8.46180111,8.52554548
3,1,8.49621060,8.49691820
3,2,8.45830458,8.47757685
3,3,8.44291776,8.48345876
3,4,8.43490912,8.46868217
3,5,8.47924533,8.46982121
3,6,8.46084076,8.46533322
3,7,8.43468264,8.47147202
3,8,8.47162980,8.48805106
3,9,8.46463186,8.46788967
3,10,8.50706112,8.46037936
3,11,8.46553415,8.45876145
3,12,8.44793954,8.46271527
3,13,8.43680334,8.50718057
3,14,8.43410674,8.46759009
3,15,8.43428087,8.46875095
3,16,8.46553656,8.51555514
3,17,8.46445827,8.49318039
3,18,8.47855523,8.46600163
3,19,8.45232427,8.45758140
3,20,8.44509807,8.45921135
3,21,8.47429195,8.46374857
3,22,8.41251129,8.47502577
3,23,8.44120029,8.47028041
3,24,8.43554321,8.45825422
3,25,8.38510515,8.46747339
3,26,8.46119961,8.48253655
3,27,8.45256710,8.45864499
3,28,8.42018712,8.45566881
3,29,8.44437894,8.45883238
3,30,8.39831245,8.45355892
3,31,8.44478080,8.48398411
3,32,8.44783972,8.46680403
3,33,8.43664962,8.44926262
3,34,8.49674886,8.46847880
3,35,8.46895233,8.45961130
3,36,8.42426935,8.44924390
3,37,8.42858589,8.49606335
3,38,8.38710120,8.46739841
