k,epoch,train_loss,val_loss
0,0,9.61585465,9.43082142
0,1,9.28118590,9.36084151
0,2,9.21969014,9.34159541
0,3,9.19136244,9.35098469
0,4,9.21037281,9.31820428
0,5,9.12334225,9.01587522
0,6,8.78159609,8.82089174
0,7,8.68692753,8.75851333
0,8,8.62414652,8.72846818
0,9,8.62077767,8.67291951
0,10,8.54992004,8.65448880
0,11,8.56510365,8.62174165
0,12,8.56739759,8.66048050
0,13,8.53421348,8.60535932
0,14,8.52046853,8.61377645
0,15,8.51128396,8.58636236
0,16,8.46773776,8.58500016
0,17,8.50090148,8.58696389
0,18,8.42900836,8.59664845
0,19,8.45346925,8.58679926
0,20,8.46287432,8.57537508
0,21,8.46700704,8.56314230
0,22,8.45823440,8.57251370
0,23,8.50371224,8.55520010
0,24,8.45805576,8.58504200
0,25,8.45071512,8.55469501
0,26,8.42792031,8.62825108
0,27,8.39052123,8.55304050
0,28,8.39056140,8.55670428
0,29,8.40766498,8.55864882
0,30,8.40916258,8.55955088
0,31,8.40745455,8.54659414
0,32,8.43434137,8.54400408
0,33,8.40414920,8.53763008
0,34,8.44200617,8.56481719
0,35,8.39349766,8.56230569
0,36,8.42824873,8.53876817
0,37,8.40368363,8.54875851
0,38,8.43667138,8.54894328
0,39,8.39091869,8.59951365
0,40,8.48706228,8.56979609
0,41,8.43806358,8.59142423
0,42,8.45579717,8.57236230
0,43,8.45007697,8.55040586
0,44,8.44510025,8.56822026
0,45,8.38512927,8.54008007
0,46,8.41793001,8.56166172
0,47,8.43198410,8.54078269
0,48,8.38999213,8.54296207
1,0,8.46316385,8.50662315
1,1,8.47882608,8.48428559
1,2,8.46393359,8.53523004
1,3,8.45705566,8.48267031
1,4,8.47270402,8.47978783
1,5,8.49497870,8.47497296
1,6,8.47438870,8.48017192
1,7,8.48306966,8.47191262
1,8,8.45361333,8.48744500
1,9,8.49829286,8.47421551
1,10,8.48454583,8.47754681
1,11,8.47087839,8.46968389
1,12,8.48157981,8.49344146
1,13,8.46818012,8.47536945
1,14,8.48663992,8.47017241
1,15,8.50286606,8.46796703
1,16,8.48950225,8.47692323
1,17,8.45610711,8.48850513
1,18,8.47704414,8.47761071
1,19,8.41211563,8.47653091
1,20,8.49356958,8.47789121
1,21,8.47087421,8.48412597
1,22,8.46581900,8.47858286
1,23,8.47785547,8.48582983
1,24,8.41341832,8.48163855
1,25,8.47226095,8.48733568
1,26,8.45546710,8.47130990
1,27,8.44622508,8.49156415
1,28,8.46111333,8.49219704
1,29,8.45618933,8.48155701
1,30,8.41680065,8.46755409
2,0,8.40980434,8.51214087
2,1,8.44749239,8.50884724
2,2,8.42812282,8.49528396
2,3,8.46586400,8.50474119
2,4,8.41037843,8.51489019
2,5,8.43828374,8.49986100
2,6,8.42172788,8.50966287
2,7,8.42410660,8.51806498
2,8,8.47592887,8.50348282
2,9,8.41646916,8.49958360
2,10,8.38425818,8.49184537
2,11,8.47109622,8.50324762
2,12,8.42938596,8.49307370
2,13,8.47518963,8.55075347
2,14,8.44803531,8.53749073
2,15,8.45645571,8.50396955
2,16,8.47195816,8.50386024
2,17,8.44751883,8.49920452
2,18,8.47495776,8.49512374
2,19,8.43244123,8.51686990
2,20,8.44247058,8.51633930
2,21,8.45510319,8.50955164
2,22,8.43386137,8.51594508
2,23,8.45877847,8.52477312
2,24,8.41565821,8.54784727
2,25,8.47331181,8.50604689
3,0,8.43319419,8.51613235
3,1,8.47802445,8.52721512
3,2,8.46005309,8.52892900
3,3,8.44919887,8.51284385
3,4,8.44600362,8.52224636
3,5,8.44265974,8.53103590
3,6,8.45615384,8.52785587
3,7,8.46096179,8.51261151
3,8,8.46758643,8.55556762
3,9,8.41532384,8.52040040
3,10,8.39686410,8.52377963
3,11,8.43700118,8.52486098
3,12,8.41111284,8.50501895
3,13,8.41795221,8.52268314
3,14,8.47186458,8.50922811
3,15,8.40846106,8.50394773
3,16,8.45176545,8.55873191
3,17,8.50648710,8.50210536
3,18,8.40343073,8.51595879
3,19,8.43909603,8.51946878
3,20,8.45659040,8.50305641
3,21,8.43031263,8.50741160
3,22,8.45573783,8.53112125
3,23,8.43703696,8.51693690
3,24,8.46096474,8.50825930
3,25,8.45089924,8.51624954
3,26,8.42759088,8.51978481
3,27,8.40558332,8.49927115
3,28,8.44085965,8.50275922
3,29,8.41387799,8.52933943
3,30,8.48534065,8.51970589
3,31,8.48210832,8.50408888
3,32,8.45318034,8.52831662
3,33,8.45628285,8.51034582
3,34,8.43976431,8.50936508
3,35,8.44760522,8.53515375
3,36,8.45312497,8.52848887
3,37,8.43045874,8.50510764
3,38,8.43907830,8.52163684
3,39,8.49553907,8.51391137
3,40,8.39563160,8.58352494
3,41,8.43892035,8.53240728
3,42,8.48277846,8.52336729
4,0,8.47225946,8.43008173
4,1,8.42454889,8.44570857
4,2,8.43054608,8.41737795
4,3,8.43971267,8.43720019
4,4,8.51101884,8.42255664
4,5,8.41842344,8.41639185
4,6,8.43990260,8.42387617
4,7,8.44360271,8.41927457
4,8,8.41843407,8.42183149
4,9,8.46517608,8.42377973
4,10,8.39881423,8.41753459
4,11,8.51527435,8.43820143
4,12,8.46243930,8.43642652
4,13,8.42243606,8.44728732
4,14,8.43935281,8.42455423
4,15,8.41057566,8.43955505
4,16,8.43487331,8.41488576
4,17,8.40523070,8.43592942
4,18,8.43409212,8.42317498
4,19,8.42549825,8.43701041
4,20,8.41374028,8.43171215
4,21,8.46380460,8.45020425
4,22,8.45902961,8.41747952
4,23,8.43664773,8.44709277
4,24,8.41507453,8.44184887
4,25,8.44080296,8.42903101
4,26,8.44379354,8.42779446
4,27,8.45574427,8.42382514
4,28,8.39896220,8.43384480
4,29,8.40486324,8.43938804
4,30,8.41678105,8.42694724
4,31,8.47987637,8.48910737
