k,epoch,train_loss,val_loss
0,0,9.61585343,9.43082571
0,1,9.28118503,9.36083746
0,2,9.21970773,9.34154713
0,3,9.19130281,9.35113585
0,4,9.21009207,9.31835663
0,5,9.12096274,9.01351714
0,6,8.78005600,8.81824410
0,7,8.68617496,8.75505018
0,8,8.62215275,8.72866654
0,9,8.62419817,8.67158067
0,10,8.54867667,8.67967618
0,11,8.56703398,8.62045360
0,12,8.56520578,8.64714944
0,13,8.53213647,8.60291457
0,14,8.52114454,8.61508524
0,15,8.51127130,8.58584237
0,16,8.46794268,8.58100450
0,17,8.49862216,8.58140063
0,18,8.42758003,8.59698832
0,19,8.45468450,8.58406639
0,20,8.46534765,8.57526886
0,21,8.46858519,8.56246126
0,22,8.45867416,8.57622337
0,23,8.50337821,8.55911684
0,24,8.46056071,8.58591378
0,25,8.45211044,8.55497968
0,26,8.42726526,8.62901103
0,27,8.39057505,8.55994833
0,28,8.39339650,8.55779326
0,29,8.40912694,8.55989492
0,30,8.40938535,8.56254077
0,31,8.40888852,8.55018735
0,32,8.43526977,8.54435933
0,33,8.40721181,8.54268718
0,34,8.44229376,8.56492829
0,35,8.39496745,8.56283295
0,36,8.42828214,8.53778040
0,37,8.40417290,8.54970217
0,38,8.43740669,8.54820395
0,39,8.39096868,8.59929442
0,40,8.49768534,8.59242558
0,41,8.46025451,8.61371517
0,42,8.46984220,8.55833197
0,43,8.44715399,8.54562807
0,44,8.44611542,8.56873989
0,45,8.38995349,8.54707932
0,46,8.42461422,8.57383800
0,47,8.44036691,8.53744853
0,48,8.39182757,8.54484499
0,49,8.41952065,8.53730142
0,50,8.42912644,8.55148900
0,51,8.42254069,8.52071798
0,52,8.44410130,8.54432321
0,53,8.44054362,8.52047420
0,54,8.44174722,8.54530847
0,55,8.46806175,8.56380761
0,56,8.41534206,8.54150701
0,57,8.39079791,8.53566003
0,58,8.42634657,8.53152144
0,59,8.44516313,8.52799666
0,60,8.40430932,8.53415132
0,61,8.41912428,8.52758038
0,62,8.39490496,8.53921664
0,63,8.40926236,8.54151201
0,64,8.44174156,8.53585339
0,65,8.43205374,8.54108775
0,66,8.38969916,8.52520847
1,0,8.41595912,8.43698764
1,1,8.44106933,8.42932868
1,2,8.44614828,8.44079757
1,3,8.42234197,8.46332514
1,4,8.40617916,8.44540584
1,5,8.45744827,8.42986524
1,6,8.35931560,8.42210305
1,7,8.46470773,8.43537402
1,8,8.38609707,8.44193757
1,9,8.42174327,8.43907750
1,10,8.42483535,8.44814777
1,11,8.44041443,8.43678486
1,12,8.38764507,8.43975663
1,13,8.43404201,8.43767023
1,14,8.42762840,8.42239392
1,15,8.41019344,8.44932747
1,16,8.39257737,8.44158220
1,17,8.44427606,8.42962337
1,18,8.36495435,8.44393194
1,19,8.40451685,8.45875955
1,20,8.41693772,8.44838452
1,21,8.44414112,8.45002687
2,0,8.40967956,8.49940038
2,1,8.41427478,8.51684630
2,2,8.40938616,8.50356293
2,3,8.35864207,8.48924100
2,4,8.40278317,8.50187373
2,5,8.42077181,8.50232303
2,6,8.41260484,8.49493039
2,7,8.42109743,8.49287009
2,8,8.44904840,8.49029219
2,9,8.39217898,8.49762487
2,10,8.37204613,8.49048030
2,11,8.36487263,8.50310850
2,12,8.38921553,8.49828672
2,13,8.39994264,8.50584340
2,14,8.40046066,8.49734795
2,15,8.36592616,8.49208069
2,16,8.42418145,8.50326014
2,17,8.41806419,8.49912488
2,18,8.43803033,8.49857712
3,0,8.37969816,8.51555514
3,1,8.41824281,8.49401081
3,2,8.44211614,8.49794996
3,3,8.41229716,8.48914850
3,4,8.42765272,8.51482594
3,5,8.41421169,8.49885094
3,6,8.44040167,8.50266945
3,7,8.36458218,8.50862098
3,8,8.34860319,8.49616945
3,9,8.39699540,8.51549554
3,10,8.38446413,8.49386287
3,11,8.42214207,8.49023366
3,12,8.43351683,8.49753046
3,13,8.38665399,8.48594069
3,14,8.42012244,8.49417913
3,15,8.39743920,8.48374176
3,16,8.41080335,8.50375390
3,17,8.39023839,8.49833274
3,18,8.41217694,8.50893044
3,19,8.38695842,8.49320519
3,20,8.42088628,8.50313282
3,21,8.37684631,8.50404394
3,22,8.35397834,8.49364108
3,23,8.45575827,8.49361753
3,24,8.33459687,8.49769318
3,25,8.39824820,8.49187779
3,26,8.39351611,8.50890779
3,27,8.42972940,8.50595546
3,28,8.39673156,8.49850047
3,29,8.43225494,8.48301995
3,30,8.41574509,8.48628294
4,0,8.41853392,8.47183144
4,1,8.42922941,8.44736755
4,2,8.40953612,8.45331407
4,3,8.43667947,8.46393597
4,4,8.46222445,8.50239074
4,5,8.45669359,8.45727432
4,6,8.42644325,8.45960772
4,7,8.38662186,8.44544733
4,8,8.41522390,8.46153641
4,9,8.41522217,8.45171988
4,10,8.45353001,8.44934201
4,11,8.41334483,8.45713151
4,12,8.41439709,8.45914567
4,13,8.43915410,8.45568216
4,14,8.40442820,8.44224250
4,15,8.36982125,8.44365239
4,16,8.44790104,8.44733608
4,17,8.39304355,8.45765615
4,18,8.43781477,8.47476172
4,19,8.45826954,8.45693743
4,20,8.40387762,8.44992745
4,21,8.42433727,8.44781256
4,22,8.39762250,8.44472170
4,23,8.36713058,8.45793545
4,24,8.38854268,8.44959486
4,25,8.37094605,8.47004151
4,26,8.38813469,8.45278037
4,27,8.37881172,8.44364226
4,28,8.42566012,8.47103047
4,29,8.38442644,8.45001757
