k,epoch,train_loss,val_loss
0,0,9.61585224,9.43081343
0,1,9.28116930,9.36081052
0,2,9.21971834,9.34146476
0,3,9.19138378,9.35100353
0,4,9.21036962,9.31838679
0,5,9.12371683,9.01770699
0,6,8.78233838,8.82032347
0,7,8.68678454,8.75674188
0,8,8.62248555,8.72582233
0,9,8.62353712,8.67401493
0,10,8.54964770,8.67093301
0,11,8.56639066,8.62078774
0,12,8.56705779,8.65351152
0,13,8.53282204,8.60490155
0,14,8.52253231,8.61240971
0,15,8.50969696,8.58635294
0,16,8.46832153,8.58362961
0,17,8.50043999,8.58691800
0,18,8.43100825,8.59698355
0,19,8.45428357,8.58417749
0,20,8.46356392,8.57777524
0,21,8.46943024,8.56269002
0,22,8.45869720,8.57456028
0,23,8.50282103,8.55762935
0,24,8.45988560,8.58440709
0,25,8.45224357,8.55626655
0,26,8.42746219,8.63053787
0,27,8.39130250,8.55698287
0,28,8.39067717,8.55805874
0,29,8.40770558,8.55877101
0,30,8.40971193,8.56436682
0,31,8.40756160,8.54622042
0,32,8.43391305,8.54190183
0,33,8.40432230,8.53600609
0,34,8.44218293,8.56475413
0,35,8.39342219,8.56234705
0,36,8.42678508,8.53496647
0,37,8.40292120,8.54606640
0,38,8.43645138,8.55001020
0,39,8.39095452,8.59569049
0,40,8.49573198,8.60449040
0,41,8.45477371,8.57888603
0,42,8.45631444,8.55483043
0,43,8.44939005,8.54640234
0,44,8.44849285,8.57222629
0,45,8.38873345,8.54252505
0,46,8.41769457,8.54959595
0,47,8.42363252,8.53256726
0,48,8.38867269,8.54513371
0,49,8.40898079,8.53630829
0,50,8.42666848,8.54727745
0,51,8.42028055,8.51934314
0,52,8.44270092,8.54145062
0,53,8.43902314,8.51910162
0,54,8.44077811,8.54535806
0,55,8.46745691,8.56809962
0,56,8.41605654,8.55761230
0,57,8.39270809,8.53648663
0,58,8.42375559,8.54048479
0,59,8.44567993,8.52562487
0,60,8.40580092,8.53620327
0,61,8.42287201,8.53688347
0,62,8.39736025,8.53562403
0,63,8.40971065,8.54852068
0,64,8.44454095,8.53367519
0,65,8.43470612,8.54188037
0,66,8.39110681,8.52678335
1,0,8.42545575,8.45039046
1,1,8.44869167,8.44250870
1,2,8.45444646,8.45264828
1,3,8.43368609,8.47591197
1,4,8.41568533,8.46004093
1,5,8.46870497,8.44472277
1,6,8.37141851,8.43505967
1,7,8.47493747,8.44986498
1,8,8.39615715,8.44994748
1,9,8.43143004,8.45323837
1,10,8.43663979,8.46110356
1,11,8.45223707,8.45180500
1,12,8.40096891,8.45574760
1,13,8.44682989,8.45183861
1,14,8.43983328,8.43809044
1,15,8.42504150,8.48275673
1,16,8.40984757,8.45743728
1,17,8.45717821,8.44790971
1,18,8.37754148,8.45390821
1,19,8.41486323,8.48446262
1,20,8.47118194,8.47399139
1,21,8.45820886,8.44534922
2,0,8.42082843,8.51073134
2,1,8.42381087,8.52701080
2,2,8.41998816,8.51713419
2,3,8.37031452,8.50360918
