step,train_bce
50,0.693985
100,0.693461
150,0.693276
200,0.697845
250,0.693385
300,0.693388
350,0.693383
400,0.689256
450,0.693877
500,0.693349
550,0.694522
600,0.693051
650,0.692676
700,0.692974
750,0.695462
800,0.693312
850,0.693235
900,0.692702
950,0.692666
1000,0.694174
1050,0.692788
1100,0.693089
1150,0.692811
1200,0.692091
1250,0.694063
1300,0.692816
1350,0.692668
1400,0.69319
1450,0.692614
1500,0.69305
1550,0.692838
1600,0.69321
1650,0.690948
1700,0.691821
1750,0.693646
1800,0.692996
1850,0.693824
1900,0.693313
1950,0.693261
2000,0.693178
