step,train_bce
50,0.691314
100,0.693027
150,0.692673
200,0.695642
250,0.692064
300,0.695189
350,0.693194
400,0.694465
450,0.693578
500,0.693045
550,0.688993
600,0.693187
650,0.693478
700,0.696028
750,0.692485
800,0.692138
850,0.693591
900,0.693409
950,0.692803
1000,0.69176
1050,0.694367
1100,0.693219
1150,0.693069
1200,0.692563
1250,0.693574
1300,0.693288
1350,0.693723
1400,0.693483
1450,0.691476
1500,0.693073
1550,0.692565
1600,0.692294
1650,0.693302
1700,0.692744
1750,0.692782
1800,0.692583
1850,0.693491
1900,0.693203
1950,0.691107
2000,0.693125
