metric,asset,seed_1,mean
A12_rv_law_loss,0,0.002957602702187049,0.0029576
A12_rv_law_loss,1,0.00670472785534124,0.00670473
A12_rv_law_loss,2,0.003274975373759003,0.00327498
A12_rv_law_loss,3,0.006778751075661535,0.00677875
A12_rv_law_loss,4,0.003533265408813033,0.00353327
A12_rv_law_loss,5,0.0034148809118807787,0.00341488
A12_rv_law_loss,6,0.00920874861573535,0.00920875
A12_rv_law_loss,7,0.005918810187529381,0.00591881
A13_mean_path_rmse,0,0.00436835201396758,0.00436835
A13_mean_path_rmse,1,0.005840860587954821,0.00584086
A13_mean_path_rmse,2,0.011557977442998383,0.01155798
A13_mean_path_rmse,3,0.008590354686261755,0.00859035
A13_mean_path_rmse,4,0.0065247555567654,0.00652476
A13_mean_path_rmse,5,0.007933407016269177,0.00793341
A13_mean_path_rmse,6,0.007396294696773572,0.00739629
A13_mean_path_rmse,7,0.008399817541106925,0.00839982
A14_ks_logreturns,0,0.09114583333333337,0.09114583
A14_ks_logreturns,1,0.030264466453412076,0.03026447
A14_ks_logreturns,2,0.09091771243438321,0.09091771
A14_ks_logreturns,3,0.05835409489829396,0.05835409
A14_ks_logreturns,4,0.04677631848753283,0.04677632
A14_ks_logreturns,5,0.041435982611548516,0.04143598
A14_ks_logreturns,6,0.10266337557414695,0.10266338
A14_ks_logreturns,7,0.18108826484580054,0.18108826
A15_skewness_error,0,0.08215263478263972,0.08215263
A15_skewness_error,1,0.09065930796011687,0.09065931
A15_skewness_error,2,0.5582085179646057,0.55820852
A15_skewness_error,3,0.13373396707095944,0.13373397
A15_skewness_error,4,0.005414637614893699,0.00541464
A15_skewness_error,5,0.5575438246648963,0.55754382
A15_skewness_error,6,0.28384579179898056,0.28384579
A15_skewness_error,7,0.1876322163610955,0.18763222
A16_qq_rmse,0,9.093222500075014e-05,9.093e-05
A16_qq_rmse,1,0.00013324242003123307,0.00013324
A16_qq_rmse,2,0.00010648141943552986,0.00010648
A16_qq_rmse,3,0.00013843532529616922,0.00013844
A16_qq_rmse,4,6.246075944528076e-05,6.246e-05
A16_qq_rmse,5,4.620361090231469e-05,4.62e-05
A16_qq_rmse,6,0.00015261336377792452,0.00015261
A16_qq_rmse,7,0.00015395910189781032,0.00015396
A17_terminal_ks,0,0.03743489583333337,0.0374349
A17_terminal_ks,1,0.04085286458333326,0.04085286
A17_terminal_ks,2,0.042154947916666685,0.04215495
A17_terminal_ks,3,0.02734375,0.02734375
A17_terminal_ks,4,0.03694661458333334,0.03694661
A17_terminal_ks,5,0.05013020833333337,0.05013021
A17_terminal_ks,6,0.07666015625,0.07666016
A17_terminal_ks,7,0.056966145833333315,0.05696615
A19_pred_score_gru,0,0.005478,0.005478
A19_pred_score_gru,1,0.004423,0.004423
A19_pred_score_gru,2,0.002993,0.002993
A19_pred_score_gru,3,0.006814,0.006814
A19_pred_score_gru,4,0.001725,0.001725
A19_pred_score_gru,5,0.001848,0.001848
A19_pred_score_gru,6,0.002347,0.002347
A19_pred_score_gru,7,0.002774,0.002774
A19_pred_score_mlp,0,0.006465,0.006465
A19_pred_score_mlp,1,0.004521,0.004521
A19_pred_score_mlp,2,0.00321,0.00321
A19_pred_score_mlp,3,0.007402,0.007402
A19_pred_score_mlp,4,0.001891,0.001891
A19_pred_score_mlp,5,0.002291,0.002291
A19_pred_score_mlp,6,0.002462,0.002462
A19_pred_score_mlp,7,0.003134,0.003134
A1_kurtosis_error,0,31.91572216330409,31.91572216
A1_kurtosis_error,1,32.652722430118956,32.65272243
A1_kurtosis_error,2,96.41370008919579,96.41370009
A1_kurtosis_error,3,18.353797363875053,18.35379736
A1_kurtosis_error,4,28.62966030993133,28.62966031
A1_kurtosis_error,5,43.92560109213528,43.92560109
A1_kurtosis_error,6,29.84845652258207,29.84845652
A1_kurtosis_error,7,22.963847382315517,22.96384738
A21_acf_abs,0,0.018894887607890987,0.01889489
A21_acf_abs,1,0.01862971481155963,0.01862971
A21_acf_abs,2,0.01141332050873344,0.01141332
A21_acf_abs,3,0.042599114979367275,0.04259911
A21_acf_abs,4,0.03279253456648578,0.03279253
A21_acf_abs,5,0.031607139451606904,0.03160714
A21_acf_abs,6,0.031189784314302815,0.03118978
A21_acf_abs,7,0.05513000769406934,0.05513001
A22_acf_sq,0,0.010494853643122394,0.01049485
A22_acf_sq,1,0.013445273191318842,0.01344527
A22_acf_sq,2,0.016287084023901527,0.01628708
A22_acf_sq,3,0.04174076067572123,0.04174076
A22_acf_sq,4,0.0358356334069529,0.03583563
A22_acf_sq,5,0.033691963176281384,0.03369196
A22_acf_sq,6,0.03336872489129225,0.03336872
A22_acf_sq,7,0.0490211435744953,0.04902114
A23_acf_lag1_abs_error,0,0.040775872324591865,0.04077587
A23_acf_lag1_abs_error,1,0.03156718881399881,0.03156719
A23_acf_lag1_abs_error,2,0.01266945252591796,0.01266945
A23_acf_lag1_abs_error,3,0.04795402596413423,0.04795403
A23_acf_lag1_abs_error,4,0.027355448508190647,0.02735545
A23_acf_lag1_abs_error,5,0.028476095758282527,0.0284761
A23_acf_lag1_abs_error,6,0.03068398023041223,0.03068398
A23_acf_lag1_abs_error,7,0.05641774275760666,0.05641774
A24_acf_lag1_sq_error,0,0.012279790905038918,0.01227979
A24_acf_lag1_sq_error,1,0.009694316794498281,0.00969432
A24_acf_lag1_sq_error,2,0.008649019144336148,0.00864902
A24_acf_lag1_sq_error,3,0.051709373406103744,0.05170937
A24_acf_lag1_sq_error,4,0.03515533601411249,0.03515534
A24_acf_lag1_sq_error,5,0.03362156091107518,0.03362156
A24_acf_lag1_sq_error,6,0.03701342543398858,0.03701343
A24_acf_lag1_sq_error,7,0.054088743294115525,0.05408874
