step,train_bce
50,0.687689
100,0.694453
150,0.696235
200,0.693439
250,0.694008
300,0.692442
350,0.692348
400,0.693244
450,0.689691
500,0.692026
550,0.693094
600,0.689162
650,0.687537
700,0.693709
750,0.692227
800,0.692151
850,0.692001
900,0.685161
950,0.69397
1000,0.696454
1050,0.684021
1100,0.693499
1150,0.699025
1200,0.688758
1250,0.68535
1300,0.689186
1350,0.684186
1400,0.687401
1450,0.682742
1500,0.672773
1550,0.676337
1600,0.67898
1650,0.69177
1700,0.677505
1750,0.682797
1800,0.685207
1850,0.680372
1900,0.691997
1950,0.677772
2000,0.689239
