step,train_bce
50,0.692195
100,0.697424
150,0.693318
200,0.692098
250,0.693179
300,0.693543
350,0.693519
400,0.694544
450,0.693574
500,0.693696
550,0.692282
600,0.694139
650,0.692726
700,0.692178
750,0.690199
800,0.692819
850,0.692576
900,0.693305
950,0.690356
1000,0.693793
1050,0.689998
1100,0.693516
1150,0.693768
1200,0.688087
1250,0.692035
1300,0.692769
1350,0.692617
1400,0.691073
1450,0.694568
1500,0.691478
1550,0.685186
1600,0.693789
1650,0.689034
1700,0.688236
1750,0.697577
1800,0.686887
1850,0.690903
1900,0.698561
1950,0.689558
2000,0.680679
