step,train_bce
50,0.690839
100,0.693484
150,0.694361
200,0.692815
250,0.692923
300,0.693733
350,0.692789
400,0.693
450,0.691925
500,0.692451
550,0.69296
600,0.694648
650,0.695078
700,0.693349
750,0.689073
800,0.693763
850,0.693167
900,0.695127
950,0.693331
1000,0.691804
1050,0.692838
1100,0.695053
1150,0.694819
1200,0.693701
1250,0.69429
1300,0.692827
1350,0.694204
1400,0.693395
1450,0.689506
1500,0.691049
1550,0.69326
1600,0.693473
1650,0.693021
1700,0.693607
1750,0.694492
1800,0.691397
1850,0.693417
1900,0.693118
1950,0.691605
2000,0.692716
