step,train_bce
50,0.695034
100,0.69309
150,0.692364
200,0.693583
250,0.693203
300,0.692952
350,0.693116
400,0.693341
450,0.694762
500,0.694296
550,0.695732
600,0.692569
650,0.692916
700,0.694469
750,0.69365
800,0.69172
850,0.69325
900,0.694906
950,0.693534
1000,0.69309
1050,0.692436
1100,0.693206
1150,0.692932
1200,0.693478
1250,0.692824
1300,0.692319
1350,0.692907
1400,0.690618
1450,0.693327
1500,0.691803
1550,0.694347
1600,0.69306
1650,0.695027
1700,0.692785
1750,0.691793
1800,0.693414
1850,0.692208
1900,0.693259
1950,0.695063
2000,0.693264
