step,train_bce
50,0.696612
100,0.694453
150,0.693628
200,0.694614
250,0.695254
300,0.69361
350,0.693297
400,0.691989
450,0.692116
500,0.692429
550,0.692893
600,0.692996
650,0.693062
700,0.691898
750,0.694807
800,0.693308
850,0.690174
900,0.692349
950,0.692434
1000,0.69256
1050,0.691539
1100,0.69263
1150,0.691852
1200,0.690138
1250,0.692401
1300,0.693115
1350,0.690876
1400,0.690129
1450,0.69104
1500,0.691286
1550,0.687367
1600,0.6983
1650,0.678664
1700,0.702476
1750,0.687426
1800,0.685485
1850,0.689843
1900,0.682907
1950,0.684692
2000,0.685593
