step,train_bce
50,0.692534
100,0.696142
150,0.700989
200,0.696401
250,0.693074
300,0.693304
350,0.693334
400,0.693175
450,0.691539
500,0.693239
550,0.692869
600,0.692168
650,0.692761
700,0.692668
750,0.693887
800,0.693477
850,0.692993
900,0.69588
950,0.697035
1000,0.694915
1050,0.694932
1100,0.698096
1150,0.69159
1200,0.693265
1250,0.692224
1300,0.693036
1350,0.691888
1400,0.69351
1450,0.698711
1500,0.692904
1550,0.69285
1600,0.691642
1650,0.689888
1700,0.689147
1750,0.694715
1800,0.692553
1850,0.693384
1900,0.693025
1950,0.694143
2000,0.692141
