step,train_bce
50,0.687255
100,0.694071
150,0.693274
200,0.690576
250,0.69368
300,0.692964
350,0.692186
400,0.693629
450,0.692147
500,0.693278
550,0.69252
600,0.704011
650,0.694875
700,0.692602
750,0.691347
800,0.691928
850,0.691999
900,0.691646
950,0.691163
1000,0.688147
1050,0.690133
1100,0.689976
1150,0.691263
1200,0.685656
1250,0.675731
1300,0.67647
1350,0.667748
1400,0.658912
1450,0.670187
1500,0.662563
1550,0.653179
1600,0.649755
1650,0.671288
1700,0.670301
1750,0.675499
1800,0.678938
1850,0.63392
1900,0.675676
1950,0.673456
2000,0.640463
