step,train_bce
50,0.690382
100,0.692753
150,0.692682
200,0.693135
250,0.691068
300,0.694092
350,0.690973
400,0.693972
450,0.692884
500,0.692953
550,0.693048
600,0.693293
650,0.693848
700,0.694689
750,0.692452
800,0.693118
850,0.693173
900,0.693099
950,0.694243
1000,0.693099
1050,0.691645
1100,0.691868
1150,0.69319
1200,0.693625
1250,0.693861
1300,0.693223
1350,0.693033
1400,0.693683
1450,0.694512
1500,0.693015
1550,0.69278
1600,0.691928
1650,0.693098
1700,0.693566
1750,0.693059
1800,0.693092
1850,0.691425
1900,0.694279
1950,0.69402
2000,0.691605
