step,train_bce
50,0.695164
100,0.69833
150,0.694431
200,0.697697
250,0.693519
300,0.693226
350,0.693121
400,0.693724
450,0.694128
500,0.693124
550,0.692869
600,0.693122
650,0.693337
700,0.693393
750,0.6926
800,0.693068
850,0.692048
900,0.693907
950,0.693218
1000,0.694442
1050,0.693178
1100,0.693184
1150,0.693554
1200,0.692958
1250,0.697715
1300,0.693059
1350,0.693252
1400,0.693028
1450,0.692776
1500,0.694284
1550,0.693205
1600,0.693553
1650,0.692112
1700,0.693707
1750,0.692928
1800,0.696042
1850,0.694493
1900,0.694368
1950,0.692932
2000,0.69067
