step,train_bce
50,0.695204
100,0.693318
150,0.693223
200,0.69346
250,0.69396
300,0.693193
350,0.692774
400,0.694
450,0.69008
500,0.693188
550,0.693177
600,0.693092
650,0.69351
700,0.693356
750,0.692667
800,0.693269
850,0.693773
900,0.693121
950,0.692339
1000,0.693033
1050,0.693283
1100,0.692833
1150,0.693043
1200,0.694146
1250,0.692961
1300,0.692016
1350,0.693321
1400,0.693199
1450,0.693301
1500,0.693222
1550,0.69274
1600,0.693083
1650,0.692628
1700,0.693147
1750,0.693043
1800,0.692039
1850,0.693196
1900,0.693943
1950,0.693353
2000,0.693117
