step,train_bce
50,0.692602
100,0.69277
150,0.691813
200,0.692277
250,0.692507
300,0.69126
350,0.693097
400,0.693007
450,0.693112
500,0.692597
550,0.692717
600,0.691344
650,0.692104
700,0.6953
750,0.693447
800,0.692943
850,0.693688
900,0.693224
950,0.694754
1000,0.696374
1050,0.692925
1100,0.694153
1150,0.693234
1200,0.693942
1250,0.691188
1300,0.693362
1350,0.693009
1400,0.693178
1450,0.692958
1500,0.693593
1550,0.693561
1600,0.693443
1650,0.690174
1700,0.692987
1750,0.692755
1800,0.694749
1850,0.693236
1900,0.689176
1950,0.68883
2000,0.691039
