step,train_bce
50,0.690214
100,0.705717
150,0.69479
200,0.691951
250,0.691928
300,0.689693
350,0.69476
400,0.693228
450,0.691569
500,0.691668
550,0.694217
600,0.693558
650,0.693292
700,0.6936
750,0.692972
800,0.692882
850,0.692903
900,0.693925
950,0.692766
1000,0.6932
1050,0.692911
1100,0.693279
1150,0.693358
1200,0.693158
1250,0.692601
1300,0.693218
1350,0.693002
1400,0.692973
1450,0.692959
1500,0.693177
1550,0.693152
1600,0.693766
1650,0.693179
1700,0.690967
1750,0.691689
1800,0.693706
1850,0.693027
1900,0.693778
1950,0.693037
2000,0.693258
