step,train_bce
50,0.694623
100,0.698234
150,0.692198
200,0.693238
250,0.692436
300,0.692567
350,0.688754
400,0.692925
450,0.692819
500,0.694402
550,0.693393
600,0.693233
650,0.693322
700,0.69292
750,0.692218
800,0.691606
850,0.694222
900,0.691144
950,0.692388
1000,0.695574
1050,0.693841
1100,0.690222
1150,0.693926
1200,0.694359
1250,0.696874
1300,0.692731
1350,0.690852
1400,0.693471
1450,0.694469
1500,0.692268
1550,0.692889
1600,0.69403
1650,0.695678
1700,0.692675
1750,0.692869
1800,0.692794
1850,0.690226
1900,0.693334
1950,0.692722
2000,0.692354
