stage,epoch,loss,recons_loss.time,recons_loss.LF.time,recons_loss.HF.time,recons_loss.LF.timefreq,recons_loss.HF.timefreq,commit_loss.LF,commit_loss.HF,perplexity.LF,perplexity.HF,perceptual
stage1,0,2.590450498275459,0.301265706657432,0.23010086454451084,0.07116484234575182,1.7216125349514186,0.09038673917530105,0.16354436497204006,0.31364116119220853,9.272551596164703,22.00172120332718,0.0
stage1,1,0.5831770058721304,0.08500662492588162,0.03620152686198708,0.048805097583681345,0.2972152680158615,0.022449475392932072,0.07121629052562639,0.10728935233782977,14.935981318354607,23.99095630645752,0.0
stage1,2,0.3772238935343921,0.06232590158469975,0.02158633538056165,0.04073956614593044,0.1700172433629632,0.01749002985889092,0.049371970526408404,0.07801874715369195,15.719882100820541,24.376822412014008,0.0
stage1,3,0.33258957089856267,0.05246772727696225,0.020078620858839713,0.03238910634536296,0.15585176856257021,0.013696082765818574,0.04628245404455811,0.06429153872886673,14.565983086824417,24.332596391439438,0.0
stage1,4,0.29219359904527664,0.04480009444523603,0.02003055770182982,0.02476953642326407,0.15135316224768758,0.009825537141296081,0.04346001212252304,0.04275479482021183,14.781388476490974,25.004273265600204,0.0
stage1,5,0.22616384434513748,0.03507134263054468,0.015389118249004241,0.019682224141433835,0.1178164838347584,0.006864466566185001,0.03848778543761,0.027923765912419185,14.92133717238903,24.78677573800087,0.0
stage1,6,0.19895895454101264,0.031491219997406006,0.014168600493576378,0.017322619445621967,0.10700944013660774,0.005360576004022732,0.03506827005185187,0.02002945012645796,15.409297928214073,24.23475655913353,0.0
stage1,7,0.20435173716396093,0.03138750809011981,0.01572479755122913,0.015662710298784077,0.117233129683882,0.004477971378946677,0.03452508436748758,0.016728043323382735,15.79176850616932,24.05830079317093,0.0
stage1,8,0.15424115455243737,0.02474535774672404,0.010126148357812781,0.014619209308875725,0.07903941301628947,0.0038864358357386664,0.03192632834543474,0.014643618982518092,16.096138507127762,24.03800529241562,0.0
stage1,9,0.13295500294771045,0.022041173768229783,0.008315778635733295,0.013725395197980106,0.06547960516763851,0.0034747750432870816,0.029483187827281654,0.01247626161784865,16.315510094165802,24.111196398735046,0.0
