stage,epoch,loss,recons_loss.time,recons_loss.LF.time,recons_loss.HF.time,recons_loss.LF.timefreq,recons_loss.HF.timefreq,commit_loss.LF,commit_loss.HF,perplexity.LF,perplexity.HF,perceptual
stage1,0,3.06973022967577,0.3559670087415725,0.28602766420226544,0.06993934494676068,2.125548721291125,0.08942220552125946,0.178799434681423,0.31999285193160176,10.248619705438614,22.024594247341156,0.0
stage1,1,0.6059082923457026,0.07720842788694426,0.03383767178456765,0.043370756320655346,0.30447350116446614,0.0218478522147052,0.07643479132093489,0.1259437156841159,15.596025839447975,24.34840640425682,0.0
stage1,2,0.36173170898109674,0.055615093384403735,0.02146888748393394,0.03414620604598895,0.17273345217108727,0.01524894886824768,0.054806828731670976,0.06332738330820575,16.45582540333271,25.080659240484238,0.0
stage1,3,0.29033623542636633,0.04519201087532565,0.018571661203168333,0.02662034978857264,0.1441682338481769,0.011006764209014364,0.05001122615067288,0.03995800006669015,15.693186536431313,25.140459805727005,0.0
stage1,4,0.22304111649282277,0.03522620725561865,0.01418133560946444,0.021044871595222503,0.11237181181786582,0.007697618399106432,0.04179184034001082,0.025953639269573614,15.53249180316925,24.87594437599182,0.0
stage1,5,0.18770144041627645,0.030056864488869905,0.012279250935534947,0.017777613742509857,0.09703196393093094,0.005743269655795302,0.037682351539842784,0.01718699147750158,15.430687293410301,24.324330002069473,0.0
stage1,6,0.19197178550530225,0.03028065463877283,0.013935108843725175,0.016345545765943825,0.10772821953287348,0.004742722121591214,0.03586816036840901,0.013352028196095489,15.876976668834686,23.91007649898529,0.0
stage1,7,0.16010228684172034,0.025910424592439085,0.010792041452077683,0.015118382885702886,0.08512205927399918,0.004021174288936891,0.03388098580762744,0.01116764300968498,16.798501908779144,23.188611388206482,0.0
stage1,8,0.13701054023113102,0.02263497785315849,0.008504188692313619,0.01413078916084487,0.0695884827291593,0.0035316621069796383,0.031298993941163644,0.00995642387715634,17.12551136314869,23.321945548057556,0.0
stage1,9,0.13010630279313773,0.021539292094530538,0.008439345168881118,0.013099946911097504,0.0675183110870421,0.003120490295259515,0.02958928485168144,0.008338924846611917,17.238744467496872,24.47712790966034,0.0
stage1,10,0.12799517577514052,0.02099254439235665,0.008374594239285216,0.012617950240382925,0.06730338605120778,0.002815456835378427,0.029229218082036823,0.007654570646991488,17.289431542158127,24.598811596632004,0.0
stage1,11,0.1252834078622982,0.020964888477465138,0.008349760824785335,0.012615127605386078,0.06625950743909925,0.002717481584113557,0.028106363635743037,0.007235166733153164,17.238117069005966,24.640080451965332,0.0
stage1,12,0.10386977216694504,0.017826890136348084,0.005923748001805507,0.011903142061783,0.04966428619809449,0.002455269182974007,0.026925019541522488,0.006998306867899373,17.22936949133873,24.72799789905548,0.0
stage1,13,0.11877245281357318,0.020209485082887113,0.008022872447327245,0.012186612642835826,0.0634202312794514,0.002435435824736487,0.02588009281316772,0.006827206947491504,17.048588275909424,24.75871679186821,0.0
stage1,14,0.11519367387518287,0.019385303603485227,0.007681322076678043,0.011703981581376866,0.06109877320704982,0.0022910529187356587,0.025748844898771495,0.006669700233032927,16.988118201494217,24.81170317530632,0.0
stage1,15,0.11405761621426791,0.019519388952176087,0.0077177425955596846,0.01180164645484183,0.06074986845487729,0.0021996023879182758,0.02501662864233367,0.006572126818355173,17.013829618692398,24.879026025533676,0.0
stage1,16,0.12024891073815525,0.020431186610949226,0.008791747794020921,0.011639438875135966,0.0672067078994587,0.0021240910937194712,0.024032296962104738,0.006454628222854808,16.791919112205505,24.9278681576252,0.0
stage1,17,0.12387770460918546,0.020888277067570016,0.009205039070366183,0.01168323819001671,0.07048008378478698,0.002143000401702011,0.023992541275219992,0.00637380218540784,17.000373482704163,24.994221031665802,0.0
stage1,18,0.10985174658708274,0.01873450551647693,0.007526044999394799,0.01120846054982394,0.05903243785724044,0.001949579680513125,0.02383011399069801,0.006305108770902734,16.984186679124832,25.040340185165405,0.0
stage1,19,0.11497958924155682,0.01978248498926405,0.008546871118596755,0.011235613987082615,0.06490193182253279,0.0019375120664335554,0.022115645289886743,0.0062420151953119785,17.028512865304947,25.036658465862274,0.0
stage1,20,0.10489587835036218,0.018605387303978205,0.007233608317619655,0.011371778993634507,0.05608645407482982,0.0019629186317615677,0.022039888048311695,0.006201230396982282,17.045574992895126,25.080654829740524,0.0
stage1,21,0.09568411391228437,0.01743509923107922,0.006150695993710542,0.011284403226454742,0.048742845974629745,0.0019655177147797076,0.02138347807340324,0.006157173251267523,17.067184776067734,25.103352785110474,0.0
stage1,22,0.08867797325365245,0.016399560088757426,0.005281355475744931,0.011118204653030261,0.04289695143233985,0.0018486959761503385,0.02142708154860884,0.006105684435169678,17.235475838184357,25.162010490894318,0.0
stage1,23,0.0990325107704848,0.018022341828327626,0.006754864349204581,0.011267477515502833,0.0520572908280883,0.0018602384388941573,0.021026488597271964,0.006066150905098766,17.245856761932373,25.173943787813187,0.0
stage1,24,0.10968897258862853,0.019008472430869006,0.008128904071782017,0.010879568479140289,0.06152180387289263,0.0017454822209401755,0.02138659288175404,0.00602662000892451,17.18390855193138,25.240731447935104,0.0
stage1,25,0.09323185705579817,0.01678762490337249,0.006034256261045812,0.010753368536825292,0.04774704162264243,0.0016896649030968547,0.020999652304453775,0.006007874028000515,17.27969515323639,25.264934688806534,0.0
stage1,26,0.09049916017102078,0.01649523184460122,0.005802152521937387,0.010693079297197983,0.0457560500362888,0.0016647770189592848,0.020583817909937352,0.005999283595883753,17.30906766653061,25.313288539648056,0.0
stage1,27,0.09708823950495571,0.017459547714679502,0.006732166471920209,0.010727381275501102,0.0515988772676792,0.0016371392557630315,0.02043388254242018,0.005958792600722518,17.440970599651337,25.319590270519257,0.0
stage1,28,0.09932570974342525,0.017824417649535462,0.0072179366543423384,0.010606480966089293,0.05432471400126815,0.0016197098775592167,0.019641000137198716,0.005915869282034691,17.54480269551277,25.345761239528656,0.0
stage1,29,0.08940769836772233,0.016616730761597864,0.0058984547649743035,0.01071827599662356,0.04556570699787699,0.0016106350649351953,0.019737323018489406,0.005877303272427525,17.657891154289246,25.34643867611885,0.0
stage1,30,0.08977847103960812,0.016749931310187094,0.0060442242574936245,0.010705707070883363,0.04641254400485195,0.001605011586434557,0.019185406941687688,0.0058255769981769845,17.664564073085785,25.32604020833969,0.0
stage1,31,0.09409484831849113,0.017207694007083774,0.006529684007546166,0.010678010061383247,0.04953826975543052,0.0016058656310633523,0.019973952177679166,0.005769066759967245,17.773168057203293,25.293050944805145,0.0
stage1,32,0.07888489600736648,0.015220238055917434,0.004764759145473363,0.010455478783114813,0.037730746873421595,0.001549137810798129,0.01866238693764899,0.005722386253182776,18.014631271362305,25.286739140748978,0.0
