stage,epoch,loss,prior_loss
stage2,0,3.9795857332646847,3.9795857332646847
stage2,1,2.0563861206173897,2.0563861206173897
stage2,2,1.849178358912468,1.849178358912468
stage2,3,1.755813729017973,1.755813729017973
stage2,4,1.5766880623996258,1.5766880623996258
stage2,5,1.4294517803937197,1.4294517803937197
stage2,6,1.2783655319362879,1.2783655319362879
stage2,7,1.1462873611599207,1.1462873611599207
stage2,8,1.149380311369896,1.149380311369896
stage2,9,1.1670834179967642,1.1670834179967642
stage2,10,1.3265150794759393,1.3265150794759393
stage2,11,1.1640142211690545,1.1640142211690545
stage2,12,1.0352129880338907,1.0352129880338907
stage2,13,0.8752403799444437,0.8752403799444437
stage2,14,1.0226632235571742,1.0226632235571742
stage2,15,0.8035581894218922,0.8035581894218922
stage2,16,1.134245845489204,1.134245845489204
stage2,17,0.706281017512083,0.706281017512083
stage2,18,0.990216298494488,0.990216298494488
stage2,19,0.9686906076967716,0.9686906076967716
stage2,20,0.9638335136696696,0.9638335136696696
stage2,21,1.032754727639258,1.032754727639258
stage2,22,0.7038516628090292,0.7038516628090292
stage2,23,1.0451811323873699,1.0451811323873699
stage2,24,0.7590782297775149,0.7590782297775149
stage2,25,0.75568229961209,0.75568229961209
stage2,26,0.9094473046716303,0.9094473046716303
stage2,27,0.8925270159961656,0.8925270159961656
stage2,28,0.7414641459472477,0.7414641459472477
stage2,29,0.7271242334973067,0.7271242334973067
stage2,30,0.6561647094786167,0.6561647094786167
stage2,31,0.8547485347371548,0.8547485347371548
stage2,32,0.7001689149765298,0.7001689149765298
stage2,33,0.9556453861296177,0.9556453861296177
stage2,34,0.7934085754677653,0.7934085754677653
stage2,35,1.1299665048718452,1.1299665048718452
stage2,36,1.1008605929091573,1.1008605929091573
stage2,37,0.8839493659324944,0.8839493659324944
stage2,38,1.0702637120848522,1.0702637120848522
stage2,39,0.877646605251357,0.877646605251357
stage2,40,0.8228361948858947,0.8228361948858947
stage2,41,0.8109072064980865,0.8109072064980865
stage2,42,0.8724691496463493,0.8724691496463493
stage2,43,0.8678465003613383,0.8678465003613383
stage2,44,1.0505771319149062,1.0505771319149062
stage2,45,0.8034779424779117,0.8034779424779117
stage2,46,0.8917973331408575,0.8917973331408575
stage2,47,0.8534007908310741,0.8534007908310741
stage2,48,0.7049657709430903,0.7049657709430903
stage2,49,0.6540292649297044,0.6540292649297044
stage2,50,0.8219325211830437,0.8219325211830437
stage2,51,0.5785964010283351,0.5785964010283351
stage2,52,0.7337853586650454,0.7337853586650454
stage2,53,0.7653964632772841,0.7653964632772841
stage2,54,0.8209343330236152,0.8209343330236152
stage2,55,0.7792188251623884,0.7792188251623884
stage2,56,0.8047909897286445,0.8047909897286445
stage2,57,0.7615797909093089,0.7615797909093089
stage2,58,0.924724209762644,0.924724209762644
stage2,59,0.726444676052779,0.726444676052779
stage2,60,0.7557734758593142,0.7557734758593142
stage2,61,0.6783778382232413,0.6783778382232413
stage2,62,0.8918923460878432,0.8918923460878432
