stage,epoch,loss,recons_loss.time,recons_loss.LF.time,recons_loss.HF.time,recons_loss.LF.timefreq,recons_loss.HF.timefreq,commit_loss.LF,commit_loss.HF,perplexity.LF,perplexity.HF,perceptual
stage1,0,2.3638680251315236,0.2799686819780618,0.20209016202716157,0.07787852128967643,1.4507042015902698,0.12369054352166131,0.2006860951660201,0.3088184727821499,7.130397699773312,21.083399802446365,0.0
stage1,1,0.5519902897067368,0.0906283309450373,0.03227286381297745,0.05835546745220199,0.24842283548787236,0.031116502126678824,0.0868363911868073,0.09498623316176236,13.244039863348007,21.02644595503807,0.0
stage1,2,0.38274557003751397,0.06905082269804552,0.022163882647873834,0.046886939788237214,0.1700290230801329,0.020964443334378302,0.059273648425005376,0.06342763203429058,14.289544343948364,22.384356290102005,0.0
stage1,3,0.2989737356547266,0.05400743376230821,0.016380295535782352,0.037627138081006706,0.1261339313350618,0.016160009952727705,0.055025828012730926,0.04764653375605121,13.581382676959038,23.10225397348404,0.0
stage1,4,0.28439665492624044,0.04969533684197813,0.0182938992002164,0.0314014378527645,0.1365278020966798,0.012788472522515804,0.05084503145189956,0.03454001064528711,13.426687434315681,22.960923492908478,0.0
stage1,5,0.23331377655267715,0.040712243324378505,0.015121856493351515,0.025590386852854863,0.11283828027080745,0.010211134242126718,0.04363643849501386,0.025915679754689336,13.018328323960304,23.373202115297318,0.0
stage1,6,0.2145681162364781,0.03600893137627281,0.014696047735924367,0.021312883589416742,0.1086346508236602,0.008101500461634714,0.04048835375579074,0.02133468067040667,13.233280584216118,24.064795911312103,0.0
stage1,7,0.19197083706967533,0.03266847666236572,0.01319305328070186,0.01947542343987152,0.09746201423695311,0.0064396115121780895,0.03661780146649107,0.018782933038892224,13.40669672191143,24.598072826862335,0.0
stage1,8,0.18155858165118843,0.03082627188996412,0.012356051498500165,0.018470220471499488,0.09240995562868193,0.00544808975973865,0.03548960396437906,0.017384661885444075,13.257353231310844,24.90542557835579,0.0
stage1,9,0.16020429937634617,0.027966180525254458,0.01038241438800469,0.017583765933522955,0.07849755167262629,0.004718857366242446,0.03261139884125441,0.01641031089820899,13.480398938059807,25.069022834300995,0.0
