stage,epoch,loss,prior_loss
stage2,0,5.13287054002285,5.13287054002285
stage2,1,2.620606068521738,2.620606068521738
stage2,2,2.3089153170585632,2.3089153170585632
stage2,3,1.9235471412539482,1.9235471412539482
stage2,4,2.0859467424452305,2.0859467424452305
stage2,5,1.8218286633491516,1.8218286633491516
stage2,6,1.6762158907949924,1.6762158907949924
stage2,7,1.6617582850158215,1.6617582850158215
stage2,8,1.4951753485947847,1.4951753485947847
stage2,9,1.5072000045329332,1.5072000045329332
stage2,10,1.524057125672698,1.524057125672698
stage2,11,1.4990299344062805,1.4990299344062805
stage2,12,1.5885343421250582,1.5885343421250582
stage2,13,1.3036661818623543,1.3036661818623543
stage2,14,1.3640018124133348,1.3640018124133348
stage2,15,1.2550884876400232,1.2550884876400232
stage2,16,1.3268450386822224,1.3268450386822224
stage2,17,1.294513021595776,1.294513021595776
stage2,18,1.2822796879336238,1.2822796879336238
stage2,19,1.0297831567004323,1.0297831567004323
stage2,20,1.0329162711277604,1.0329162711277604
stage2,21,1.1397963059134781,1.1397963059134781
stage2,22,1.1753947054967284,1.1753947054967284
stage2,23,1.1251458758488297,1.1251458758488297
stage2,24,1.3408776381984353,1.3408776381984353
stage2,25,1.0963655998930335,1.0963655998930335
stage2,26,1.2309230766259134,1.2309230766259134
stage2,27,0.8427418752107769,0.8427418752107769
stage2,28,0.8198932106606662,0.8198932106606662
stage2,29,1.2054827737156302,1.2054827737156302
stage2,30,1.039027079474181,1.039027079474181
stage2,31,1.1820835252292454,1.1820835252292454
stage2,32,1.0565715783741325,1.0565715783741325
stage2,33,1.0318090077489614,1.0318090077489614
stage2,34,0.8888632686575875,0.8888632686575875
stage2,35,1.2087572212330997,1.2087572212330997
stage2,36,1.0207551042549312,1.0207551042549312
stage2,37,0.8077365403296426,0.8077365403296426
stage2,38,1.0810896860202774,1.0810896860202774
stage2,39,1.0319784902967513,1.0319784902967513
stage2,40,1.006944406661205,1.006944406661205
stage2,41,1.127035409095697,1.127035409095697
stage2,42,0.8026491804048419,0.8026491804048419
stage2,43,0.613427706528455,0.613427706528455
stage2,44,1.2078146248823032,1.2078146248823032
stage2,45,1.1064980633091182,1.1064980633091182
stage2,46,0.8083304470637813,0.8083304470637813
stage2,47,0.9779403264401481,0.9779403264401481
stage2,48,1.0148957264609635,1.0148957264609635
stage2,49,0.8494045020779595,0.8494045020779595
stage2,50,1.0254537067376077,1.0254537067376077
stage2,51,0.9539000192889944,0.9539000192889944
stage2,52,0.8877282394096255,0.8877282394096255
stage2,53,0.6893738098442554,0.6893738098442554
stage2,54,0.8246098360978067,0.8246098360978067
stage2,55,0.819902032497339,0.819902032497339
stage2,56,0.9500811280449852,0.9500811280449852
stage2,57,1.0410087537020445,1.0410087537020445
stage2,58,0.7120636380277574,0.7120636380277574
stage2,59,0.8469163697445765,0.8469163697445765
stage2,60,0.9662474963115528,0.9662474963115528
stage2,61,0.7635540073970333,0.7635540073970333
stage2,62,1.1018673080252483,1.1018673080252483
stage2,63,1.1244471352547407,1.1244471352547407
