step,train_bce
50,0.691941
100,0.690447
150,0.692334
200,0.695365
250,0.692505
300,0.691997
350,0.690915
400,0.691975
450,0.691534
500,0.691726
550,0.693987
600,0.694695
650,0.692273
700,0.692119
750,0.691859
800,0.688982
850,0.691659
900,0.693583
950,0.690018
1000,0.689983
1050,0.694499
1100,0.69233
1150,0.692352
1200,0.69316
1250,0.694593
1300,0.692875
1350,0.693694
1400,0.693147
1450,0.693441
1500,0.692803
1550,0.694281
1600,0.691258
1650,0.693943
1700,0.691495
1750,0.693626
1800,0.693664
1850,0.692924
1900,0.692524
1950,0.695314
2000,0.693097
