step,train_bce
50,0.694073
100,0.693175
150,0.694469
200,0.693379
250,0.691977
300,0.695794
350,0.692989
400,0.692642
450,0.695674
500,0.692273
550,0.694124
600,0.693972
650,0.693019
700,0.690758
750,0.692923
800,0.694922
850,0.691762
900,0.693372
950,0.689984
1000,0.69132
1050,0.692726
1100,0.692575
1150,0.692811
1200,0.695155
1250,0.696176
1300,0.691504
1350,0.691807
1400,0.688537
1450,0.697086
1500,0.687968
1550,0.6869
1600,0.687468
1650,0.692001
1700,0.714773
1750,0.680171
1800,0.701295
1850,0.685612
1900,0.682184
1950,0.68817
2000,0.684489
