step,train_bce
50,0.694236
100,0.700954
150,0.692169
200,0.695836
250,0.69423
300,0.693854
350,0.692744
400,0.695503
450,0.69086
500,0.694462
550,0.694578
600,0.694871
650,0.691754
700,0.693104
750,0.693725
800,0.693071
850,0.691765
900,0.693687
950,0.691283
1000,0.692803
1050,0.69321
1100,0.691828
1150,0.690949
1200,0.693662
1250,0.693195
1300,0.69199
1350,0.691169
1400,0.694635
1450,0.692816
1500,0.696153
1550,0.693742
1600,0.692317
1650,0.694245
1700,0.694195
1750,0.695975
1800,0.692547
1850,0.694542
1900,0.691315
1950,0.694884
2000,0.694043
