step,train_bce
50,0.692489
100,0.693443
150,0.693305
200,0.693421
250,0.693186
300,0.694217
350,0.69355
400,0.694082
450,0.693171
500,0.694119
550,0.692809
600,0.69417
650,0.692926
700,0.689372
750,0.692989
800,0.693148
850,0.692624
900,0.693345
950,0.694624
1000,0.69304
1050,0.693474
1100,0.692891
1150,0.692813
1200,0.694523
1250,0.69358
1300,0.694041
1350,0.692906
1400,0.693532
1450,0.693109
1500,0.692636
1550,0.691126
1600,0.696701
1650,0.692549
1700,0.692948
1750,0.693032
1800,0.69339
1850,0.692658
1900,0.69326
1950,0.692955
2000,0.693075
