step,train_bce
50,0.69403
100,0.69647
150,0.694644
200,0.693248
250,0.692666
300,0.696918
350,0.692567
400,0.693111
450,0.693205
500,0.692544
550,0.693473
600,0.694129
650,0.690644
700,0.692933
750,0.69285
800,0.693136
850,0.693259
900,0.693413
950,0.691435
1000,0.693028
1050,0.692794
1100,0.692883
1150,0.693052
1200,0.694719
1250,0.693978
1300,0.693662
1350,0.692944
1400,0.69341
1450,0.693174
1500,0.69379
1550,0.691212
1600,0.694534
1650,0.69308
1700,0.694458
1750,0.694181
1800,0.693076
1850,0.693732
1900,0.692653
1950,0.69132
2000,0.692776
