step,train_bce
50,0.692062
100,0.693568
150,0.693739
200,0.691804
250,0.694776
300,0.692469
350,0.693098
400,0.693482
450,0.693147
500,0.693256
550,0.69293
600,0.693689
650,0.693493
700,0.693128
750,0.692667
800,0.691792
850,0.693225
900,0.693359
950,0.692694
1000,0.693457
1050,0.692593
1100,0.692995
1150,0.693152
1200,0.693397
1250,0.693031
1300,0.693637
1350,0.693358
1400,0.695059
1450,0.693789
1500,0.693881
1550,0.692635
1600,0.693403
1650,0.692664
1700,0.693542
1750,0.693206
1800,0.693562
1850,0.692899
1900,0.693631
1950,0.692571
2000,0.693595
