step,train_bce
50,0.694881
100,0.688947
150,0.700824
200,0.692711
250,0.693316
300,0.707446
350,0.695937
400,0.692852
450,0.693285
500,0.693151
550,0.693367
600,0.693225
650,0.694938
700,0.697229
750,0.693281
800,0.69386
850,0.693175
900,0.693156
950,0.693317
1000,0.693538
1050,0.693185
1100,0.69497
1150,0.691568
1200,0.693987
1250,0.694192
1300,0.692876
1350,0.693325
1400,0.693724
1450,0.692274
1500,0.692414
1550,0.695198
1600,0.690727
1650,0.690253
1700,0.693983
1750,0.692699
1800,0.694414
1850,0.692721
1900,0.692289
1950,0.69195
2000,0.693025
