step,phase,loss_e,loss_d,loss_g_u,loss_g_v,loss_s
1,embed,0.4485217284475182,,,,
100,embed,0.07975730363143739,,,,
200,embed,0.015314040764131905,,,,
300,embed,0.006222464676600263,,,,
400,embed,0.005108962111694731,,,,
500,embed,0.009387274743122403,,,,
600,embed,0.009608390608551816,,,,
700,embed,0.0010150391493066434,,,,
800,embed,0.0037581029360608527,,,,
900,embed,0.005112958154021829,,,,
1000,embed,0.0011437623361576124,,,,
1100,embed,0.0037290099913977154,,,,
1200,embed,0.004007614086388726,,,,
1300,embed,0.0064571546368541975,,,,
1400,embed,0.0013426637062839645,,,,
1500,embed,0.003218834907070984,,,,
1600,embed,0.004498229121800754,,,,
1700,embed,0.0007382987689208055,,,,
1800,embed,0.0026361995658844644,,,,
1900,embed,0.0008812323527271832,,,,
2000,embed,0.000835843378388319,,,,
2100,embed,0.004279825768479362,,,,
2200,embed,0.0032679812603198526,,,,
2300,embed,0.0016991697216890917,,,,
2400,embed,0.004996608008136658,,,,
2500,embed,0.0015307212526503148,,,,
2600,embed,0.0016755191973843663,,,,
2700,embed,0.004148820008390589,,,,
2800,embed,0.003188315382628903,,,,
2900,embed,0.0007903932977610525,,,,
3000,embed,0.001548803865179344,,,,
3100,embed,0.0015122079120830267,,,,
3200,embed,0.0034200885810945626,,,,
3300,embed,0.001308352360339457,,,,
3400,embed,0.002006174348680864,,,,
3500,embed,0.0013645750690177883,,,,
3600,embed,0.00523342386559829,,,,
3700,embed,0.0023051306466585894,,,,
3800,embed,0.0008479401932087532,,,,
3900,embed,0.0027266417639950483,,,,
4000,embed,0.004270532291933415,,,,
4100,embed,0.0016369186948066335,,,,
4200,embed,0.0015519931711944495,,,,
4300,embed,0.0037699192043512157,,,,
4400,embed,0.0036877787995469673,,,,
4500,embed,0.0016369555038104847,,,,
4600,embed,0.0018850989794697718,,,,
4700,embed,0.002652734039766201,,,,
4800,embed,0.0005201085046021022,,,,
4900,embed,0.0014619654637640694,,,,
5000,embed,0.0009139139269023995,,,,
5100,embed,0.002448090979392724,,,,
5200,embed,0.001200099758328256,,,,
5300,embed,0.005149076193027486,,,,
5400,embed,0.0020054430787595345,,,,
5500,embed,0.000883063151720438,,,,
5600,embed,0.0004686538676847209,,,,
5700,embed,0.000945181973382143,,,,
5800,embed,0.0007455366886094207,,,,
5900,embed,0.0019037629636653559,,,,
6000,embed,0.003357126761427399,,,,
6100,embed,0.0006229136532775713,,,,
6200,embed,0.0007104982464872447,,,,
6300,embed,0.0032401369457104095,,,,
6400,embed,0.0016198233361978311,,,,
6500,embed,0.0014922860177595911,,,,
6600,embed,0.002407203571077276,,,,
6700,embed,0.0012795677923647176,,,,
6800,embed,0.0017727294681023343,,,,
6900,embed,0.0016004186631975589,,,,
7000,embed,0.0013917115555186015,,,,
7100,embed,0.0004893744757184347,,,,
7200,embed,0.0005109739018578547,,,,
7300,embed,0.003784249986680073,,,,
7400,embed,0.004425811496320985,,,,
7500,embed,0.002934425032747745,,,,
7600,embed,0.0008203006640242773,,,,
7700,embed,0.003541226203386952,,,,
7800,embed,0.0020011072281597773,,,,
7900,embed,0.0013223993899226334,,,,
8000,embed,0.003181837422857938,,,,
8100,embed,0.0014407875203271059,,,,
8200,embed,0.0010582488960217853,,,,
8300,embed,0.004464243700629909,,,,
8400,embed,0.0009202144270658081,,,,
8500,embed,0.002271855398872155,,,,
8600,embed,0.0022165664385558823,,,,
8700,embed,0.003426220551638869,,,,
8800,embed,0.002285703685566896,,,,
8900,embed,0.0020309821808959755,,,,
9000,embed,0.0027781307093120264,,,,
9100,embed,0.0013238126283559187,,,,
9200,embed,0.002332337326677993,,,,
9300,embed,0.0039620518555085185,,,,
9400,embed,0.0027601220416467224,,,,
9500,embed,0.001203379983530496,,,,
9600,embed,0.0021851857618868913,,,,
9700,embed,0.0015911630854016276,,,,
9800,embed,0.0019078350638959021,,,,
9900,embed,0.002359951641736539,,,,
10000,embed,0.0014950597772848268,,,,
1,joint,0.0010238768112996763,1.3916820287704468,0.676036536693573,0.3311968445777893,0.0
100,joint,0.0017978073067166174,1.3885397911071777,0.6953940391540527,0.023832397535443306,-2.9442977905273438
200,joint,0.003488853747133569,1.3954733610153198,0.6884701251983643,0.015403395518660545,-2.8418021202087402
300,joint,0.000989988012794949,1.3946337699890137,0.6877256035804749,0.05160200595855713,-3.3534109592437744
400,joint,0.0011451217797078,1.3886656761169434,0.6896841526031494,0.018255578354001045,-3.4845328330993652
500,joint,0.0018389559926598842,1.384390115737915,0.6945282220840454,0.012443045154213905,-3.465139389038086
600,joint,0.002024060449474165,1.3891737461090088,0.6958146095275879,0.023396246135234833,-3.3967418670654297
700,joint,0.0016612701380364413,1.3837854862213135,0.6977279186248779,0.02825753390789032,-3.6631951332092285
800,joint,0.0018587440264703971,1.3842697143554688,0.694142758846283,0.011246174573898315,-3.3995416164398193
900,joint,0.00321308827987944,1.3888431787490845,0.6908077597618103,0.008101610466837883,-3.568906307220459
1000,joint,0.0017025315649012438,1.3832664489746094,0.6919770240783691,0.029512882232666016,-4.112908363342285
1100,joint,0.00306289622039289,1.3857300281524658,0.6938713788986206,0.009943263605237007,-3.619407892227173
1200,joint,0.0011788153798801247,1.3869057893753052,0.6914917230606079,0.024582307785749435,-4.014197826385498
1300,joint,0.0009711177693104042,1.3894678354263306,0.6955909729003906,0.019242331385612488,-4.290824890136719
1400,joint,0.0011029351184845084,1.3877313137054443,0.6943387985229492,0.01217039953917265,-4.398464202880859
1500,joint,0.0013979995369994853,1.3733103275299072,0.7038427591323853,0.03741132840514183,-4.888537406921387
1600,joint,0.0005383655175626347,1.380814790725708,0.6974950432777405,0.015925580635666847,-5.4242262840271
1700,joint,0.0023118586970133684,1.3683650493621826,0.6915370225906372,0.016884537413716316,-5.983802795410156
1800,joint,0.0025478901052812925,1.3899316787719727,0.7018071413040161,0.00806734710931778,-7.144721984863281
1900,joint,0.001659178240310697,1.3583780527114868,0.7242916226387024,0.035303082317113876,-7.575687408447266
2000,joint,0.002285287139738884,1.3991000652313232,0.563356339931488,0.009252906776964664,-6.854087829589844
2100,joint,0.0006674141569470252,1.3787593841552734,0.6795715093612671,0.010213000699877739,-8.1140775680542
2200,joint,0.0025365533589648873,1.3784408569335938,0.6899439096450806,0.020507629960775375,-7.87144136428833
2300,joint,0.00356386522570863,1.3446431159973145,0.7292410731315613,0.013108888640999794,-7.749815940856934
2400,joint,0.0030889199005933983,1.370836853981018,0.6789106130599976,0.029017843306064606,-7.733919620513916
2500,joint,0.0008854921876919185,1.3671832084655762,0.7184385061264038,0.015341761521995068,-7.275641918182373
2600,joint,0.0011783005104171196,1.337750792503357,0.7551031112670898,0.031454235315322876,-7.870184898376465
2700,joint,0.0028894735990971573,1.367265224456787,0.7240750789642334,0.007438158616423607,-7.693121433258057
2800,joint,0.001659715007423744,1.3633276224136353,0.7001672983169556,0.019788414239883423,-8.040617942810059
2900,joint,0.0021435949138085266,1.3636667728424072,0.7512820959091187,0.02316790074110031,-8.423864364624023
3000,joint,0.0005558436829039586,1.3628811836242676,0.7444817423820496,0.02806003764271736,-7.795726776123047
