step,phase,loss_e,loss_d,loss_g_u,loss_g_v,loss_s
1,embed,0.625946996410168,,,,
100,embed,0.07543444076725488,,,,
200,embed,0.017589041677794154,,,,
300,embed,0.015369801103412786,,,,
400,embed,0.004200123742080732,,,,
500,embed,0.002697945231049609,,,,
600,embed,0.002461464633026802,,,,
700,embed,0.005941196579301175,,,,
800,embed,0.004847612948701204,,,,
900,embed,0.0036550217328462486,,,,
1000,embed,0.0030157039712985015,,,,
1100,embed,0.0013593736731108952,,,,
1200,embed,0.0074554727743498805,,,,
1300,embed,0.009254519642406015,,,,
1400,embed,0.0030492966383460487,,,,
1500,embed,0.0033345009385645523,,,,
1600,embed,0.010286935052558949,,,,
1700,embed,0.002059299317457872,,,,
1800,embed,0.002973191298199838,,,,
1900,embed,0.0032523568958952426,,,,
2000,embed,0.0017429577465312303,,,,
2100,embed,0.004189703905773752,,,,
2200,embed,0.004313018006921203,,,,
2300,embed,0.0014823278984371375,,,,
2400,embed,0.0009458066234968381,,,,
2500,embed,0.0021638210348774267,,,,
2600,embed,0.0018007152830885236,,,,
2700,embed,0.0012537311201650666,,,,
2800,embed,0.0022461523537207883,,,,
2900,embed,0.005526099874352234,,,,
3000,embed,0.0018913165678278111,,,,
3100,embed,0.003111948162796705,,,,
3200,embed,0.00560995039904194,,,,
3300,embed,0.003110333890187259,,,,
3400,embed,0.0023063993751259023,,,,
3500,embed,0.006588696428377901,,,,
3600,embed,0.0020342125781529995,,,,
3700,embed,0.0024057933148231704,,,,
3800,embed,0.006462374144183848,,,,
3900,embed,0.002001704460058207,,,,
4000,embed,0.0023506173179040483,,,,
4100,embed,0.0039465739589961924,,,,
4200,embed,0.003259081479680969,,,,
4300,embed,0.00436677878483394,,,,
4400,embed,0.0033954534433031356,,,,
4500,embed,0.004547338352423814,,,,
4600,embed,0.001804669271106993,,,,
4700,embed,0.002150608535172079,,,,
4800,embed,0.005023110448122899,,,,
4900,embed,0.0013518190467253395,,,,
5000,embed,0.005965390115642322,,,,
5100,embed,0.0010804321392640125,,,,
5200,embed,0.002299568243904346,,,,
5300,embed,0.00237956352396895,,,,
5400,embed,0.003387745960399393,,,,
5500,embed,0.002748381667505034,,,,
5600,embed,0.0036985756065427444,,,,
5700,embed,0.0005431310505057364,,,,
5800,embed,0.004919006825209294,,,,
5900,embed,0.001699540748999268,,,,
6000,embed,0.0019298557095622506,,,,
6100,embed,0.0024438221161812534,,,,
6200,embed,0.0027720938752519237,,,,
6300,embed,0.003120313353371551,,,,
6400,embed,0.0016682485823994605,,,,
6500,embed,0.005388235919190157,,,,
6600,embed,0.0017541327726354426,,,,
6700,embed,0.004573956838343692,,,,
6800,embed,0.006980528587303382,,,,
6900,embed,0.0063278345536059875,,,,
7000,embed,0.004769869950435427,,,,
7100,embed,0.004694983117766557,,,,
7200,embed,0.001334939625963301,,,,
7300,embed,0.0043796275822272435,,,,
7400,embed,0.004528515236213996,,,,
7500,embed,0.002131838413275641,,,,
7600,embed,0.001598484826929326,,,,
7700,embed,0.0019220408577442073,,,,
7800,embed,0.008476348313359132,,,,
7900,embed,0.007567945015239406,,,,
8000,embed,0.0010238761450854983,,,,
8100,embed,0.003661422615427245,,,,
8200,embed,0.004938111612794441,,,,
8300,embed,0.0022186099006439764,,,,
8400,embed,0.002927129903150533,,,,
8500,embed,0.001970532541913161,,,,
8600,embed,0.0030885581626059226,,,,
8700,embed,0.0027525186950692116,,,,
8800,embed,0.0009312357461507966,,,,
8900,embed,0.002135706415780837,,,,
9000,embed,0.0006312225649986415,,,,
9100,embed,0.0057649554843416315,,,,
9200,embed,0.0022310753561035315,,,,
9300,embed,0.0011888115544660435,,,,
9400,embed,0.0020821714643178306,,,,
9500,embed,0.0006457037606474582,,,,
9600,embed,0.0025001000108391055,,,,
9700,embed,0.001527409679755601,,,,
9800,embed,0.0020130090512787287,,,,
9900,embed,0.00254064010733561,,,,
10000,embed,0.00529768683687241,,,,
1,joint,0.002314144818145262,1.4022917747497559,0.589476466178894,0.34109145402908325,0.0
100,joint,0.0013643679371884072,1.371717929840088,0.7534027695655823,0.061170078814029694,-6.479437828063965
200,joint,0.0017492524019595917,1.385390281677246,0.6939853429794312,0.028011580929160118,-6.439450740814209
300,joint,0.0022081057640232346,1.3829972743988037,0.6944690346717834,0.045082151889801025,-6.844303131103516
400,joint,0.005671727827182562,1.3798850774765015,0.7005276679992676,0.024923430755734444,-6.8574628829956055
500,joint,0.0019270231470774608,1.3792088031768799,0.712313711643219,0.025018304586410522,-6.949036121368408
600,joint,0.0030112106084207333,1.3880125284194946,0.732956051826477,0.023264765739440918,-7.382989883422852
700,joint,0.0028983867992994727,1.371718406677246,0.7012416124343872,0.029506783932447433,-7.532774448394775
800,joint,0.0014906712833016502,1.3889003992080688,0.7450863122940063,0.02594616450369358,-7.763707160949707
900,joint,0.0014625627172239984,1.3859935998916626,0.6944648623466492,0.032824840396642685,-7.832667350769043
1000,joint,0.0037087182741005935,1.3830468654632568,0.6977323293685913,0.025368526577949524,-8.01835823059082
1100,joint,0.0008668209366870039,1.3796701431274414,0.7006561756134033,0.031349074095487595,-8.084083557128906
1200,joint,0.0020101570225662772,1.3823474645614624,0.690284252166748,0.020327579230070114,-8.500347137451172
1300,joint,0.0009364591340937405,1.3807618618011475,0.7212433218955994,0.027054313570261,-8.419965744018555
1400,joint,0.0011017238698762923,1.3908605575561523,0.6994848251342773,0.012118713930249214,-8.646127700805664
1500,joint,0.0003840568846975885,1.3801095485687256,0.6961486339569092,0.03528433293104172,-8.805521011352539
1600,joint,0.0008929719862283727,1.3879032135009766,0.6988600492477417,0.032523006200790405,-9.170836448669434
1700,joint,0.0020417628131934825,1.3818905353546143,0.7073298692703247,0.019146401435136795,-9.520334243774414
1800,joint,0.0012659288374075434,1.3546665906906128,0.6880362033843994,0.01537822000682354,-9.530338287353516
1900,joint,0.0005372594588887536,1.3877326250076294,0.7003676295280457,0.014218149706721306,-10.172481536865234
2000,joint,0.0020164905012316782,1.3813145160675049,0.7072180509567261,0.01985953189432621,-11.400201797485352
2100,joint,0.0027532940053848747,1.3718937635421753,0.7343149185180664,0.017596960067749023,-12.06161880493164
2200,joint,0.0012410276776389996,1.36270010471344,0.7946400046348572,0.02300717681646347,-11.088339805603027
2300,joint,0.0007341337408237835,1.313422679901123,0.6258752346038818,0.008226954378187656,-12.18641471862793
2400,joint,0.0033555746036988223,1.096902847290039,1.037949562072754,0.023484598845243454,-11.707444190979004
2500,joint,0.002578008530965746,1.3688081502914429,0.7629873752593994,0.024018744006752968,-11.631107330322266
2600,joint,0.0024215152442276107,1.4315354824066162,0.5688992738723755,0.02534140832722187,-12.680237770080566
2700,joint,0.0006313044402827075,1.3728182315826416,0.7062002420425415,0.00840640440583229,-12.63342571258545
2800,joint,0.007092989256307965,1.3803749084472656,0.6986717581748962,0.010070106014609337,-12.865498542785645
2900,joint,0.003493241198290359,1.3337806463241577,0.7356585264205933,0.02590067870914936,-11.765962600708008
3000,joint,0.0022035942646183833,1.318627119064331,0.7294009923934937,0.010984973981976509,-12.44444751739502
