step,phase,loss_e,loss_d,loss_g_u,loss_g_v,loss_s
1,embed,0.7326907058719876,,,,
100,embed,0.08531644041791572,,,,
200,embed,0.046439091078864736,,,,
300,embed,0.008540519363600675,,,,
400,embed,0.004793911059109657,,,,
500,embed,0.004660310827585974,,,,
600,embed,0.011110278772149377,,,,
700,embed,0.002916760473012538,,,,
800,embed,0.008527124125980882,,,,
900,embed,0.006277460766810199,,,,
1000,embed,0.0052318018452441285,,,,
1100,embed,0.010658005429338065,,,,
1200,embed,0.0026585253424686907,,,,
1300,embed,0.0011817974879481184,,,,
1400,embed,0.005781551576534227,,,,
1500,embed,0.008523522556878788,,,,
1600,embed,0.0033936145113827943,,,,
1700,embed,0.0033072234553601174,,,,
1800,embed,0.002539133734431673,,,,
1900,embed,0.00233252205812622,,,,
2000,embed,0.0024133304712684015,,,,
2100,embed,0.003279241829648562,,,,
2200,embed,0.0026833312759735385,,,,
2300,embed,0.004441160229955715,,,,
2400,embed,0.007132186873733973,,,,
2500,embed,0.0012604404467899844,,,,
2600,embed,0.001834540662346288,,,,
2700,embed,0.004520697926948715,,,,
2800,embed,0.0014265192273271868,,,,
2900,embed,0.0018827667472603835,,,,
3000,embed,0.004009153363184676,,,,
3100,embed,0.0026172959616646524,,,,
3200,embed,0.0019853055383998613,,,,
3300,embed,0.0018288616617646554,,,,
3400,embed,0.001613573683616503,,,,
3500,embed,0.0025778778190903755,,,,
3600,embed,0.0010595350089494268,,,,
3700,embed,0.003281882932078737,,,,
3800,embed,0.002572138484188834,,,,
3900,embed,0.0025702175705354744,,,,
4000,embed,0.0031572315474391786,,,,
4100,embed,0.0033423469903811603,,,,
4200,embed,0.002220080479331796,,,,
4300,embed,0.006003952377806978,,,,
4400,embed,0.0025625259050153456,,,,
4500,embed,0.005012825371120344,,,,
4600,embed,0.003785353092189038,,,,
4700,embed,0.001646271224967209,,,,
4800,embed,0.0014325900870696194,,,,
4900,embed,0.005552286300735013,,,,
5000,embed,0.0045164001909677905,,,,
5100,embed,0.003089762466591061,,,,
5200,embed,0.00430827964087775,,,,
5300,embed,0.004872255162458786,,,,
5400,embed,0.003632997993891561,,,,
5500,embed,0.002328799650404679,,,,
5600,embed,0.0006812441370296463,,,,
5700,embed,0.0037189116609683236,,,,
5800,embed,0.0024567131665651195,,,,
5900,embed,0.0035689630069800538,,,,
6000,embed,0.0029854231830850914,,,,
6100,embed,0.004936356078262541,,,,
6200,embed,0.0041797603298352895,,,,
6300,embed,0.0031942227523240746,,,,
6400,embed,0.0014179713236088228,,,,
6500,embed,0.0021490780401465922,,,,
6600,embed,0.0008965459862504371,,,,
6700,embed,0.006291605075589714,,,,
6800,embed,0.0050710055071626035,,,,
6900,embed,0.0024911594192078223,,,,
7000,embed,0.003847573943652612,,,,
7100,embed,0.0019452676920064214,,,,
7200,embed,0.002236285137014256,,,,
7300,embed,0.0019968762859482263,,,,
7400,embed,0.0029669655579611554,,,,
7500,embed,0.0007882632762617327,,,,
7600,embed,0.002108150734743799,,,,
