step,phase,loss_e,loss_d,loss_g_u,loss_g_v,loss_s
1,embed,0.5741314983901293,,,,
100,embed,0.08233643709243459,,,,
200,embed,0.020769074333367228,,,,
300,embed,0.007638374765534163,,,,
400,embed,0.004910187056566382,,,,
500,embed,0.003926071108770755,,,,
600,embed,0.004542795548336424,,,,
700,embed,0.007883130739492239,,,,
800,embed,0.0030176891122567946,,,,
900,embed,0.006617953088264021,,,,
1000,embed,0.0038412147579518644,,,,
1100,embed,0.001065168669723014,,,,
1200,embed,0.005426757144181405,,,,
1300,embed,0.008997792999672195,,,,
1400,embed,0.008766058945124876,,,,
1500,embed,0.0007729064073095877,,,,
1600,embed,0.0019580173964129127,,,,
1700,embed,0.003221236850165853,,,,
1800,embed,0.001550621431225964,,,,
1900,embed,0.001509851834691074,,,,
2000,embed,0.0015045818085980354,,,,
2100,embed,0.006695028175964694,,,,
2200,embed,0.004767533610146176,,,,
2300,embed,0.006757660299289895,,,,
2400,embed,0.003082031651103727,,,,
2500,embed,0.0024490948770912206,,,,
2600,embed,0.005103763790968425,,,,
2700,embed,0.0024936266548969553,,,,
2800,embed,0.0013388016957104933,,,,
2900,embed,0.001884378883202774,,,,
3000,embed,0.0007277120901597933,,,,
3100,embed,0.003364128562665309,,,,
3200,embed,0.002993533093625698,,,,
3300,embed,0.0022845528512936046,,,,
3400,embed,0.005986896957216936,,,,
3500,embed,0.0006729295445571296,,,,
3600,embed,0.006566274759525155,,,,
3700,embed,0.0008103262132993275,,,,
3800,embed,0.003852171178136755,,,,
3900,embed,0.0007654497452701276,,,,
4000,embed,0.003808861202124701,,,,
4100,embed,0.0027368036190033264,,,,
4200,embed,0.0007456942321842459,,,,
4300,embed,0.0025345093078858374,,,,
4400,embed,0.0031005713531008458,,,,
4500,embed,0.0036173331963957655,,,,
4600,embed,0.002556845839950002,,,,
4700,embed,0.001703895302255411,,,,
4800,embed,0.0023063827143990764,,,,
4900,embed,0.0008877264708631711,,,,
5000,embed,0.0031906068980610855,,,,
5100,embed,0.005094538195567031,,,,
5200,embed,0.0024657378088490697,,,,
5300,embed,0.003603159398768684,,,,
5400,embed,0.003799832469167793,,,,
5500,embed,0.00469555086587876,,,,
5600,embed,0.0023616905417,,,,
5700,embed,0.0030543398364965904,,,,
5800,embed,0.0018659401436133967,,,,
5900,embed,0.001577973973672601,,,,
6000,embed,0.0013756668546744068,,,,
6100,embed,0.0008248335309819685,,,,
6200,embed,0.0023857448248942818,,,,
6300,embed,0.005404251471751989,,,,
6400,embed,0.006722646900601483,,,,
6500,embed,0.0023464654131454088,,,,
6600,embed,0.0026682498509861753,,,,
6700,embed,0.0008805336536769369,,,,
6800,embed,0.0015088514126854126,,,,
6900,embed,0.0011377853188282811,,,,
7000,embed,0.0006771480941767507,,,,
7100,embed,0.0024922878360351796,,,,
7200,embed,0.0014155308399980912,,,,
7300,embed,0.002371220142987753,,,,
7400,embed,0.0036058850905106377,,,,
7500,embed,0.0016991935405166307,,,,
7600,embed,0.002341993457234175,,,,
7700,embed,0.0015858274101299638,,,,
7800,embed,0.0015775631134413357,,,,
7900,embed,0.0022280984526480813,,,,
8000,embed,0.0012659088107167872,,,,
8100,embed,0.0006375430943429479,,,,
8200,embed,0.004286494792804154,,,,
8300,embed,0.0008966660628865206,,,,
8400,embed,0.003907663957422278,,,,
8500,embed,0.0014797379533808023,,,,
8600,embed,0.0010516280566022957,,,,
8700,embed,0.007551459895255718,,,,
8800,embed,0.0043529659512015475,,,,
8900,embed,0.0016403281411248433,,,,
9000,embed,0.001811175920333799,,,,
9100,embed,0.0049660518500481,,,,
9200,embed,0.001229623614333325,,,,
9300,embed,0.0007620339682741888,,,,
9400,embed,0.0024443009471322536,,,,
9500,embed,0.004237998828221152,,,,
9600,embed,0.0006819636825177201,,,,
9700,embed,0.0025336779980009265,,,,
9800,embed,0.0037045674919486352,,,,
9900,embed,0.000487466448715874,,,,
10000,embed,0.003947781802009866,,,,
1,joint,0.0020520641535826606,1.3814585208892822,0.699884831905365,0.31710246205329895,0.0
100,joint,0.0021475619122248535,1.3819210529327393,0.7055988311767578,0.03424066677689552,0.00610823929309845
200,joint,0.00260599006237795,1.3861280679702759,0.6882004737854004,0.0391053780913353,0.044367916882038116
300,joint,0.0016489581875992095,1.385567307472229,0.6936333179473877,0.026414167135953903,-0.4890737533569336
400,joint,0.0018488475826341348,1.3869209289550781,0.6926993131637573,0.03903951868414879,-0.5418406128883362
500,joint,0.0038056614672728087,1.3822450637817383,0.7019407749176025,0.022245587781071663,-0.9261765480041504
600,joint,0.002930352699240835,1.3832414150238037,0.7025743722915649,0.022599853575229645,-0.12688544392585754
700,joint,0.0007413608752965954,1.3791444301605225,0.7121522426605225,0.01791832596063614,-1.1119853258132935
800,joint,0.0016624357022795855,1.3885257244110107,0.6951494216918945,0.033476486802101135,-1.1118454933166504
900,joint,0.004170330878904325,1.3884398937225342,0.7112846970558167,0.012703660875558853,-1.4632327556610107
1000,joint,0.0003430257715612108,1.3807823657989502,0.7021273374557495,0.03360605239868164,-1.2168716192245483
1100,joint,0.0030931752757531717,1.37846040725708,0.7148914337158203,0.020582377910614014,-1.4937015771865845
1200,joint,0.0021216255147591015,1.3817791938781738,0.6906022429466248,0.01124658528715372,-1.6303834915161133
1300,joint,0.003364859376555437,1.3867075443267822,0.6948180794715881,0.023292982950806618,-3.0023555755615234
1400,joint,0.001367679778335681,1.3890767097473145,0.7127454280853271,0.01892460510134697,-2.2099130153656006
1500,joint,0.0004967608579799093,1.378826379776001,0.6844576001167297,0.008905269205570221,-2.8810372352600098
1600,joint,0.0016763813029393876,1.3802781105041504,0.7231787443161011,0.012196341529488564,-2.487555503845215
1700,joint,0.001165849591928982,1.3625633716583252,0.7169215679168701,0.0314730741083622,-3.4415488243103027
1800,joint,0.0044509152245158735,1.3787853717803955,0.7330945134162903,0.021421018987894058,-3.5806899070739746
1900,joint,0.0030224546607103327,1.3687293529510498,0.7365936040878296,0.018903806805610657,-3.054684638977051
2000,joint,0.0007424457913158861,1.3856102228164673,0.7042485475540161,0.020736580714583397,-3.6251044273376465
2100,joint,0.004356323315248995,1.3822379112243652,0.6929831504821777,0.008581412024796009,-3.2580904960632324
2200,joint,0.0019159835620429313,1.3744895458221436,0.7125182151794434,0.01247456669807434,-4.440080642700195
2300,joint,0.0016018799814984139,1.280932903289795,0.8947979211807251,0.009951641783118248,-4.468911170959473
2400,joint,0.0025764176644133188,1.3766294717788696,0.7165507078170776,0.018182337284088135,-3.7098512649536133
2500,joint,0.00412252967446045,1.3482184410095215,0.7099462747573853,0.018590955063700676,-4.958909511566162
2600,joint,0.0011909123297010327,1.174309253692627,0.990379273891449,0.013837939128279686,-5.197847366333008
2700,joint,0.0004205194328072539,1.3124099969863892,0.728851854801178,0.024901684373617172,-5.004056453704834
2800,joint,0.0018245713246701392,1.2664567232131958,0.9630653262138367,0.017980800941586494,-4.469076156616211
2900,joint,0.002605645662291533,1.295922040939331,0.9620199203491211,0.022086700424551964,-5.092097282409668
3000,joint,0.0018724467490353965,1.3835351467132568,0.6942516565322876,0.020386165007948875,-4.7919158935546875
