step,train_bce
50,0.69313
100,0.693162
150,0.691959
200,0.693878
250,0.693937
300,0.694843
350,0.69309
400,0.694883
450,0.693174
500,0.693222
550,0.692121
600,0.694349
650,0.692001
700,0.69319
750,0.692735
800,0.691073
850,0.693646
900,0.693989
950,0.695315
1000,0.693108
1050,0.694571
1100,0.693093
1150,0.693292
1200,0.692268
1250,0.69398
1300,0.69315
1350,0.693377
1400,0.693155
1450,0.692487
1500,0.694106
1550,0.693566
1600,0.693964
1650,0.693384
1700,0.693044
1750,0.692604
1800,0.692857
1850,0.692647
1900,0.693022
1950,0.695634
2000,0.693215
