step,train_bce
50,0.70396
100,0.693038
150,0.692126
200,0.698154
250,0.68597
300,0.693476
350,0.692528
400,0.693144
450,0.693793
500,0.693649
550,0.693251
600,0.693023
650,0.692564
700,0.693127
750,0.693106
800,0.692777
850,0.693925
900,0.692832
950,0.693265
1000,0.693449
1050,0.693748
1100,0.694253
1150,0.691392
1200,0.692589
1250,0.692525
1300,0.69425
1350,0.693285
1400,0.692851
1450,0.693229
1500,0.692163
1550,0.69305
1600,0.692845
1650,0.694724
1700,0.692197
1750,0.693154
1800,0.693018
1850,0.692889
1900,0.694446
1950,0.693309
2000,0.693392
