step,train_bce
50,0.69325
100,0.694326
150,0.692664
200,0.692727
250,0.693895
300,0.697183
350,0.692193
400,0.692728
450,0.693956
500,0.692152
550,0.690934
600,0.692101
650,0.693284
700,0.690751
750,0.694928
800,0.691982
850,0.695346
900,0.693051
950,0.692837
1000,0.694023
1050,0.693083
1100,0.693062
1150,0.693378
1200,0.692776
1250,0.693136
1300,0.693296
1350,0.693628
1400,0.693648
1450,0.693089
1500,0.6937
1550,0.693372
1600,0.692501
1650,0.692367
1700,0.693336
1750,0.692487
1800,0.693547
1850,0.693515
1900,0.693748
1950,0.691375
2000,0.6932
